ID,CH1_GENRE
1193,Historical Fiction
1193,Action & Adventure
1194,Action & Adventure
1194,Media
1195,Informative Nonfiction
1196,Humor & Funny Stories
1197,Fantasy
1197,Action & Adventure
1199,Narrative Nonfiction
1199,Young Adult
1201,Poetry
1201,Songs & Verse
1203,Media
1205,Realistic Fiction
1207,Action & Adventure
1207,Humor & Funny Stories
1207,Media
1209,Media
1210,Horror & Supernatural
1210,Mystery & Suspense
1212,Media
1217,Poetry
1217,Songs & Verse
1218,Humor & Funny Stories
1219,Fantasy
1219,Historical Fiction
1220,Classics
1221,Informative Nonfiction
1224,Realistic Fiction
1226,Humor & Funny Stories
1227,Media
1227,Informative Nonfiction
1229,Realistic Fiction
1229,Animal Stories
1232,Classics
1233,School Stories
1235,Poetry
1235,Songs & Verse
1237,Realistic Fiction
1237,Young Adult
1238,Media
1239,Action & Adventure
1239,Fantasy
1243,Fantasy
1243,Action & Adventure
1243,Young Adult
1244,Mystery & Suspense
1244,Young Adult
1247,Realistic Fiction
1247,Media
1248,Records
1248,Fun Facts & Interactive
1248,Informative Nonfiction
1249,Horror & Supernatural
1249,Fantasy
1249,Young Adult
1250,Action & Adventure
1250,Fantasy
1251,Realistic Fiction
1252,Realistic Fiction
1253,Young Adult
1253,Fantasy
1255,Science Fiction
1255,School Stories
1255,Humor & Funny Stories
1256,Fantasy
1256,Young Adult
1256,Science Fiction
1257,Realistic Fiction
1258,Fantasy
1258,Action & Adventure
1259,Informative Nonfiction
1262,Humor & Funny Stories
1263,Fantasy
1263,Media
1265,Informative Nonfiction
1266,Biography & Autobiography
1267,Informative Nonfiction
1267,Reference
1269,Informative Nonfiction
1269,Reference
1270,Informative Nonfiction
1270,Records
1270,Fun Facts & Interactive
1271,Biography & Autobiography
1272,Humor & Funny Stories
1272,Spooky Stories
1273,Humor & Funny Stories
1274,Informative Nonfiction
1274,Records
1274,Fun Facts & Interactive
1276,Realistic Fiction
1277,Spooky Stories
1277,Humor & Funny Stories
1278,Biography & Autobiography
1280,School Stories
1281,School Stories
1283,Realistic Fiction
1283,Young Adult
1285,Realistic Fiction
1286,Reference
1286,Informative Nonfiction
1287,Realistic Fiction
1287,Young Adult
1288,Action & Adventure
1288,Young Adult
1288,Science Fiction
1290,Humor & Funny Stories
61,Humor & Funny Stories
61,Fairy Tales
61,Folk Tales & Fables
1291,Humor & Funny Stories
1291,Poetry
1291,Songs & Verse
1292,Humor & Funny Stories
1292,Action & Adventure
137,Historical Fiction
1293,Biography & Autobiography
1296,Action & Adventure
1296,Media
1298,Informative Nonfiction
1298,Records
1298,Fun Facts & Interactive
1299,Informative Nonfiction
1300,How-To
1300,Informative Nonfiction
1301,Fantasy
1301,Young Adult
1302,Horror & Supernatural
1302,Young Adult
1304,Realistic Fiction
1305,Horror & Supernatural
1306,Fantasy
1306,Young Adult
1307,Realistic Fiction
1308,Media
1308,Science Fiction
1309,Realistic Fiction
1309,Mystery & Suspense
1312,Media
1313,Action & Adventure
1314,Fantasy
1315,Media
1316,Records
1316,Fun Facts & Interactive
1318,Historical Fiction
1319,Horror & Supernatural
1320,Poetry
1320,Songs & Verse
1323,Informative Nonfiction
1324,Informative Nonfiction
1326,School Stories
1330,Narrative Nonfiction
1332,Mystery & Suspense
1333,Realistic Fiction
1334,Humor & Funny Stories
1335,School Stories
1336,Humor & Funny Stories
1336,Media
1337,Informative Nonfiction
1337,Records
1337,Fun Facts & Interactive
1338,Humor & Funny Stories
1338,Action & Adventure
1338,Fantasy
1339,Action & Adventure
1339,Media
1340,Realistic Fiction
1341,Fantasy
1342,Biography & Autobiography
922,Realistic Fiction
1343,Fantasy
1345,Humor & Funny Stories
1346,Humor & Funny Stories
1348,Humor & Funny Stories
1349,Realistic Fiction
1350,Humor & Funny Stories
1353,Informative Nonfiction
1353,Records
1353,Fun Facts & Interactive
1353,Media
1359,Action & Adventure
1359,Media
1360,Action & Adventure
1363,Action & Adventure
1365,Humor & Funny Stories
1368,Poetry
1368,Songs & Verse
1370,Narrative Nonfiction
1371,Classics
1371,Animal Stories
1378,Realistic Fiction
1379,Action & Adventure
1379,Media
1380,How-To
1380,Media
1382,Records
1382,Fun Facts & Interactive
1383,Records
1383,Fun Facts & Interactive
1385,Biography & Autobiography
1386,Realistic Fiction
1386,Media
1387,Action & Adventure
1388,Fantasy
1391,Humor & Funny Stories
1393,Animal Stories
1394,Science Fiction
1394,Action & Adventure
1394,Young Adult
1395,Historical Fiction
1396,Horror & Supernatural
1396,Mystery & Suspense
1397,Action & Adventure
1398,Humor & Funny Stories
1399,Realistic Fiction
1399,Young Adult
1400,Fantasy
1400,Action & Adventure
1401,Action & Adventure
1401,Media
1402,Humor & Funny Stories
1403,Fantasy
1403,Romance
1403,Young Adult
1404,Fantasy
1404,Action & Adventure
1405,Action & Adventure
1405,Young Adult
1405,Media
1406,Realistic Fiction
1406,Young Adult
1408,Romance
1408,Young Adult
1409,Historical Fiction
1410,Action & Adventure
1410,Media
1411,Humor & Funny Stories
1412,Historical Fiction
1413,Media
1413,Humor & Funny Stories
1414,Historical Fiction
1415,Narrative Nonfiction
1417,Myths & Legends
1417,Records
1417,Fun Facts & Interactive
1418,Historical Fiction
1419,Biography & Autobiography
1422,Humor & Funny Stories
1423,Fantasy
1423,Media
1424,Spooky Stories
1426,School Stories
1427,Humor & Funny Stories
1429,Mystery & Suspense
1430,Action & Adventure
1430,Media
1431,Informative Nonfiction
1432,School Stories
1432,Action & Adventure
1433,How-To
1433,Informative Nonfiction
1434,Records
1434,Fun Facts & Interactive
1435,Narrative Nonfiction
1436,Narrative Nonfiction
1437,Biography & Autobiography
1438,Action & Adventure
1438,Media
16,Humor & Funny Stories
1440,Fantasy
1441,Realistic Fiction
1442,Realistic Fiction
1443,Humor & Funny Stories
1443,Classics
1444,Realistic Fiction
1444,School Stories
1445,Media
1446,Informative Nonfiction
1447,Biography & Autobiography
1447,Young Adult
1448,Classics
1449,Animal Stories
1449,Action & Adventure
1449,Fantasy
1450,Fantasy
1450,Young Adult
1451,School Stories
1453,Biography & Autobiography
1454,Fantasy
1454,Classics
1455,Humor & Funny Stories
1456,Media
1458,Poetry
1458,Songs & Verse
1459,Narrative Nonfiction
1459,Biography & Autobiography
1459,Young Adult
1461,Action & Adventure
1461,Media
1462,Media
1463,Humor & Funny Stories
1464,Humor & Funny Stories
1464,School Stories
1465,Classics
1466,Humor & Funny Stories
1467,Media
1469,Media
1470,Fantasy
1471,Media
1472,Fantasy
1474,Humor & Funny Stories
1476,Humor & Funny Stories
1477,Humor & Funny Stories
1478,Media
1479,Records
1479,Fun Facts & Interactive
1479,Poetry
1479,Songs & Verse
1480,Media
1482,Poetry
1482,Songs & Verse
1483,Media
1487,Narrative Nonfiction
1488,Media
1489,Informative Nonfiction
1489,Media
1492,Media
1493,Media
1481,Humor & Funny Stories
1497,Animal Stories
1499,Informative Nonfiction
1500,Realistic Fiction
1501,Animal Stories
1501,Humor & Funny Stories
1502,Poetry
1502,Songs & Verse
1504,Humor & Funny Stories
1507,Mystery & Suspense
1236,Mystery & Suspense
1508,Fantasy
1508,Action & Adventure
1509,Informative Nonfiction
1510,Humor & Funny Stories
1513,Humor & Funny Stories
1514,Classics
1516,Action & Adventure
1516,Media
1519,Action & Adventure
1520,Informative Nonfiction
1521,Media
1521,Action & Adventure
1522,Media
1523,Advice & Inspiration
1524,Records
1524,Fun Facts & Interactive
1525,Fantasy
1526,Humor & Funny Stories
1531,Poetry
1531,Songs & Verse
1532,Realistic Fiction
1533,Informative Nonfiction
92,Biography & Autobiography
1537,Action & Adventure
1537,Humor & Funny Stories
1537,Media
1538,Humor & Funny Stories
1538,Realistic Fiction
1539,Animal Stories
1542,Media
1545,Animal Stories
1545,Humor & Funny Stories
1546,Humor & Funny Stories
1547,Humor & Funny Stories
1547,Poetry
1547,Songs & Verse
1548,Biography & Autobiography
1549,Mystery & Suspense
1549,Humor & Funny Stories
1551,Fantasy
1554,Fantasy
1554,Historical Fiction
1556,Fantasy
1556,Action & Adventure
1558,Humor & Funny Stories
1558,School Stories
1559,Action & Adventure
1559,Media
1560,Animal Stories
1560,Fantasy
1561,Fantasy
1561,Fairy Tales
1561,Folk Tales & Fables
1561,Humor & Funny Stories
1562,Media
1563,Humor & Funny Stories
1564,Humor & Funny Stories
1565,Narrative Nonfiction
1570,Classics
1575,Fantasy
903,Humor & Funny Stories
983,Biography & Autobiography
1577,Informative Nonfiction
1577,Records
1577,Fun Facts & Interactive
1578,Fantasy
1578,Action & Adventure
1582,Humor & Funny Stories
1582,Action & Adventure
1583,Fantasy
1586,Informative Nonfiction
1586,Records
1586,Fun Facts & Interactive
1587,Realistic Fiction
1588,How-To
1588,Informative Nonfiction
1589,Humor & Funny Stories
1589,Action & Adventure
1590,Historical Fiction
1591,Media
1592,Humor & Funny Stories
1595,Media
1596,Fairy Tales
1596,Folk Tales & Fables
1596,Humor & Funny Stories
1597,Fairy Tales
1597,Folk Tales & Fables
1598,Media
1603,Humor & Funny Stories
1603,Poetry
1603,Songs & Verse
184,Animal Stories
184,Humor & Funny Stories
1606,Fantasy
1606,Media
1607,Humor & Funny Stories
1610,Informative Nonfiction
1614,Action & Adventure
1614,Fantasy
1615,Action & Adventure
1615,Fantasy
1617,Science Fiction
1617,Young Adult
1618,Young Adult
1618,Realistic Fiction
1618,Mystery & Suspense
1619,Fantasy
1619,Humor & Funny Stories
1619,Classics
1621,Media
1621,Action & Adventure
1622,Romance
1622,Young Adult
1623,Classics
1623,Fantasy
1624,Fantasy
1624,Fairy Tales
1624,Folk Tales & Fables
1625,School Stories
1626,Spooky Stories
1627,Biography & Autobiography
1628,Humor & Funny Stories
1629,Classics
1629,Humor & Funny Stories
1630,Fantasy
1630,School Stories
1631,Humor & Funny Stories
1632,Humor & Funny Stories
1633,Action & Adventure
1633,Science Fiction
1633,Young Adult
1633,Media
1634,Reference
1634,Informative Nonfiction
1635,Records
1635,Fun Facts & Interactive
1635,Informative Nonfiction
1636,Humor & Funny Stories
1636,School Stories
1637,Historical Fiction
1638,Classics
1638,Fantasy
1639,Classics
1640,Classics
1641,Humor & Funny Stories
1641,Action & Adventure
1642,Fantasy
1643,Humor & Funny Stories
1643,School Stories
1644,Mystery & Suspense
1644,Young Adult
1645,Young Adult
1645,Realistic Fiction
1646,Fantasy
1646,Young Adult
1647,Narrative Nonfiction
1647,Young Adult
1648,Science Fiction
1648,Young Adult
1648,Action & Adventure
1650,Biography & Autobiography
1651,Humor & Funny Stories
1651,School Stories
1652,Humor & Funny Stories
1653,Fairy Tales
1653,Folk Tales & Fables
1654,Action & Adventure
1654,Media
1655,Informative Nonfiction
1656,Narrative Nonfiction
1658,Fantasy
1658,Action & Adventure
1659,Advice & Inspiration
1660,Realistic Fiction
1660,School Stories
1661,Biography & Autobiography
1662,Historical Fiction
528,Science Fiction
528,Action & Adventure
1663,Media
1663,Action & Adventure
1664,Realistic Fiction
1664,Young Adult
1665,Realistic Fiction
1666,Biography & Autobiography
1667,Biography & Autobiography
1669,School Stories
1669,Humor & Funny Stories
1672,Horror & Supernatural
1673,Humor & Funny Stories
1674,Classics
1675,Humor & Funny Stories
1676,Young Adult
1676,Romance
1677,Fairy Tales
1677,Folk Tales & Fables
1678,Action & Adventure
1679,Records
1679,Fun Facts & Interactive
1679,Informative Nonfiction
1680,Classics
1681,Fantasy
1682,Fantasy
1683,Realistic Fiction
1684,Fairy Tales
1684,Folk Tales & Fables
1685,Humor & Funny Stories
1686,Realistic Fiction
1687,Fantasy
1688,Horror & Supernatural
1689,Horror & Supernatural
1690,Fantasy
1691,Biography & Autobiography
1692,School Stories
1693,Realistic Fiction
1694,Fantasy
1694,Young Adult
1695,Fantasy
1695,Horror & Supernatural
1695,Young Adult
1696,Fairy Tales
1696,Folk Tales & Fables
1696,Young Adult
1697,Narrative Nonfiction
1697,Young Adult
1698,Romance
1698,Realistic Fiction
1698,Young Adult
1698,Media
1699,Poetry
1699,Songs & Verse
1700,Realistic Fiction
1701,Humor & Funny Stories
1703,Humor & Funny Stories
1704,Informative Nonfiction
1704,Records
1704,Fun Facts & Interactive
1705,Informative Nonfiction
1706,Humor & Funny Stories
1707,Science Fiction
1707,Action & Adventure
1707,Media
1708,Informative Nonfiction
1708,Media
1710,Humor & Funny Stories
1711,Poetry
1711,Songs & Verse
1712,Horror & Supernatural
1712,Narrative Nonfiction
1713,Informative Nonfiction
1713,Media
1714,Realistic Fiction
1716,Historical Fiction
1716,Action & Adventure
1718,Biography & Autobiography
1718,Narrative Nonfiction
1720,School Stories
1724,How-To
1724,Records
1724,Fun Facts & Interactive
1727,Records
1727,Fun Facts & Interactive
1727,Media
1728,Action & Adventure
1728,Media
1179,Animal Stories
1730,School Stories
1731,Humor & Funny Stories
1732,School Stories
1732,Animal Stories
1733,Fantasy
1735,Animal Stories
1738,Young Adult
1738,Fantasy
1739,Horror & Supernatural
1739,Mystery & Suspense
1741,School Stories
1741,Humor & Funny Stories
1742,Records
1742,Fun Facts & Interactive
1742,Media
1743,Records
1743,Fun Facts & Interactive
1745,Fantasy
1745,Media
1746,Records
1746,Fun Facts & Interactive
1746,Informative Nonfiction
1747,Humor & Funny Stories
1747,Media
1751,Informative Nonfiction
1753,Poetry
1753,Songs & Verse
1754,Fantasy
1754,Media
1757,Humor & Funny Stories
1757,Fairy Tales
1757,Folk Tales & Fables
1758,Media
1759,Humor & Funny Stories
1759,Mystery & Suspense
1761,Informative Nonfiction
1761,Records
1761,Fun Facts & Interactive
1765,Humor & Funny Stories
1765,Poetry
1765,Songs & Verse
1767,Humor & Funny Stories
1769,Fantasy
1769,Action & Adventure
1769,Media
1771,Historical Fiction
1771,Young Adult
1773,Mystery & Suspense
1773,Horror & Supernatural
1773,Young Adult
1774,Fantasy
1776,Mystery & Suspense
1776,Young Adult
1777,Reference
1777,Informative Nonfiction
1778,Humor & Funny Stories
1779,Records
1779,Fun Facts & Interactive
1779,Informative Nonfiction
1785,Humor & Funny Stories
1786,Realistic Fiction
1787,Media
1787,Action & Adventure
1787,Humor & Funny Stories
1788,Informative Nonfiction
1790,School Stories
1793,Humor & Funny Stories
1794,Informative Nonfiction
1800,Narrative Nonfiction
1800,Humor & Funny Stories
1801,Fantasy
1802,Humor & Funny Stories
1803,Fairy Tales
1803,Folk Tales & Fables
1803,Action & Adventure
1804,Action & Adventure
1804,Media
1805,Fantasy
1805,School Stories
1806,Realistic Fiction
1807,Action & Adventure
1809,Media
1810,Fantasy
1810,Action & Adventure
1810,Media
1811,Animal Stories
1811,Action & Adventure
1812,Informative Nonfiction
1812,Media
1813,Historical Fiction
1814,Realistic Fiction
1815,Horror & Supernatural
1816,Biography & Autobiography
1818,Humor & Funny Stories
1819,Action & Adventure
1820,Horror & Supernatural
1821,Action & Adventure
1821,Fantasy
1822,Informative Nonfiction
1822,Records
1822,Fun Facts & Interactive
1825,Science Fiction
1825,Action & Adventure
1825,Media
1828,Media
1830,Action & Adventure
1831,Humor & Funny Stories
1832,Humor & Funny Stories
1832,School Stories
1834,Action & Adventure
1840,Fantasy
1840,Historical Fiction
1841,Fantasy
1841,Historical Fiction
1842,Realistic Fiction
1843,Realistic Fiction
1843,Young Adult
1844,Realistic Fiction
1844,Young Adult
1845,Mystery & Suspense
1845,Action & Adventure
1846,Fantasy
1846,Media
1847,Media
1848,Humor & Funny Stories
1848,Mystery & Suspense
1849,Horror & Supernatural
1849,Fantasy
1849,Young Adult
1850,Realistic Fiction
1850,Animal Stories
1851,Records
1851,Fun Facts & Interactive
1852,School Stories
1852,Realistic Fiction
1853,Science Fiction
1853,Action & Adventure
1853,Young Adult
1854,Advice & Inspiration
1856,Narrative Nonfiction
1857,Informative Nonfiction
1857,Records
1857,Fun Facts & Interactive
1858,Informative Nonfiction
1858,Records
1858,Fun Facts & Interactive
1859,Humor & Funny Stories
1859,School Stories
1860,Fantasy
1861,Humor & Funny Stories
1861,Action & Adventure
1862,Fantasy
1863,Fantasy
1865,Fantasy
1865,Historical Fiction
1867,Humor & Funny Stories
1867,Animal Stories
1868,Realistic Fiction
1869,Media
1870,Humor & Funny Stories
1870,Mystery & Suspense
1871,Realistic Fiction
1872,Mystery & Suspense
1872,Young Adult
1873,Realistic Fiction
1873,Media
1874,School Stories
1875,Informative Nonfiction
1876,Narrative Nonfiction
1879,Media
1882,Records
1882,Fun Facts & Interactive
1882,Media
1885,Action & Adventure
1885,Media
1886,Humor & Funny Stories
1887,Action & Adventure
1887,Fantasy
1888,Informative Nonfiction
1889,Horror & Supernatural
1893,Media
1894,Humor & Funny Stories
1895,Action & Adventure
1896,Realistic Fiction
1898,How-To
1898,Informative Nonfiction
1899,Realistic Fiction
1902,Humor & Funny Stories
1906,Informative Nonfiction
1907,Realistic Fiction
1909,Mystery & Suspense
1909,Young Adult
1910,Realistic Fiction
1911,Realistic Fiction
1912,Media
1913,Action & Adventure
1913,Media
1915,Records
1915,Fun Facts & Interactive
1915,Informative Nonfiction
1916,Poetry
1916,Songs & Verse
1917,Humor & Funny Stories
1918,Humor & Funny Stories
1919,Humor & Funny Stories
1920,Fantasy
1921,Mystery & Suspense
1922,Historical Fiction
1923,Humor & Funny Stories
1924,Action & Adventure
1924,Fantasy
1925,Realistic Fiction
1926,Fantasy
1926,Animal Stories
1927,Realistic Fiction
1931,Informative Nonfiction
1931,Records
1931,Fun Facts & Interactive
1932,Humor & Funny Stories
1933,Humor & Funny Stories
1933,School Stories
1934,Humor & Funny Stories
1934,Media
1936,Realistic Fiction
1936,Young Adult
1937,Poetry
1937,Songs & Verse
1937,Science Fiction
1937,Humor & Funny Stories
1937,Media
1939,Fairy Tales
1939,Folk Tales & Fables
1942,Mystery & Suspense
1944,Science Fiction
1944,School Stories
1944,Humor & Funny Stories
1945,Fantasy
1946,Media
1947,Humor & Funny Stories
1948,Horror & Supernatural
1950,Media
1951,Fantasy
1951,Historical Fiction
1952,Action & Adventure
1952,Media
1953,Media
1954,Historical Fiction
1954,Action & Adventure
1954,Young Adult
1956,School Stories
1956,Humor & Funny Stories
993,Humor & Funny Stories
1957,Humor & Funny Stories
1957,Realistic Fiction
1958,Humor & Funny Stories
1959,Realistic Fiction
1959,Romance
1962,Realistic Fiction
1962,Young Adult
1964,School Stories
1966,Biography & Autobiography
1969,Records
1969,Fun Facts & Interactive
1969,Informative Nonfiction
1970,Informative Nonfiction
1970,Records
1970,Fun Facts & Interactive
1971,Horror & Supernatural
1973,School Stories
1973,Humor & Funny Stories
1975,Classics
1975,Fantasy
1976,Classics
1976,Fantasy
1977,Action & Adventure
1977,Science Fiction
1977,Media
1978,Fantasy
1978,Media
1980,Action & Adventure
1980,Fantasy
1981,Fantasy
1982,Humor & Funny Stories
1986,Realistic Fiction
1987,Fantasy
1988,Informative Nonfiction
1988,Records
1988,Fun Facts & Interactive
1989,Action & Adventure
1989,Records
1989,Fun Facts & Interactive
1989,Media
1991,Fantasy
1991,Action & Adventure
1992,Media
1993,Humor & Funny Stories
1994,Humor & Funny Stories
1994,Mystery & Suspense
1995,Realistic Fiction
1995,Romance
1995,Young Adult
1996,Horror & Supernatural
1997,Media
1998,Biography & Autobiography
1999,Realistic Fiction
1999,Historical Fiction
1999,Animal Stories
2000,Media
2002,Humor & Funny Stories
2004,School Stories
2005,Realistic Fiction
2005,Media
2006,Informative Nonfiction
2006,Records
2006,Fun Facts & Interactive
2008,Action & Adventure
2010,Horror & Supernatural
2011,Historical Fiction
2011,Action & Adventure
2012,Informative Nonfiction
2012,Records
2012,Fun Facts & Interactive
2014,Humor & Funny Stories
2015,Humor & Funny Stories
2017,Humor & Funny Stories
2017,Media
2018,Fantasy
2018,Action & Adventure
2019,Fantasy
2019,Fairy Tales
2019,Folk Tales & Fables
2019,Humor & Funny Stories
366,Science Fiction
366,Action & Adventure
2020,Humor & Funny Stories
2020,School Stories
2021,Fantasy
2021,Historical Fiction
2022,Fantasy
2023,Realistic Fiction
2025,Action & Adventure
2026,Fantasy
2026,Historical Fiction
2027,How-To
2029,Classics
2030,Classics
2031,School Stories
2031,Humor & Funny Stories
2033,Reference
2034,Action & Adventure
2034,Mystery & Suspense
2035,Science Fiction
2039,Science Fiction
2039,Media
2040,Fantasy
2040,School Stories
2042,School Stories
2042,Humor & Funny Stories
2043,Action & Adventure
2044,Reference
2044,Records
2044,Fun Facts & Interactive
2046,Realistic Fiction
2046,Young Adult
2049,Action & Adventure
2049,Media
2052,Action & Adventure
2052,Media
2054,Realistic Fiction
2055,Fantasy
2056,Informative Nonfiction
2060,School Stories
2060,Humor & Funny Stories
2061,Media
2061,Action & Adventure
2063,Realistic Fiction
2064,Historical Fiction
2065,Media
2065,Narrative Nonfiction
2067,Narrative Nonfiction
2069,Fantasy
2069,Historical Fiction
2070,Fantasy
2071,Informative Nonfiction
2071,Records
2071,Fun Facts & Interactive
2073,Reference
2073,Records
2073,Fun Facts & Interactive
604,Horror & Supernatural
2074,Biography & Autobiography
2075,Classics
2078,Humor & Funny Stories
2080,Mystery & Suspense
2080,Historical Fiction
2080,Fantasy
2080,Young Adult
2082,Realistic Fiction
2082,Young Adult
2083,School Stories
2088,Classics
2092,Biography & Autobiography
2093,Fantasy
2093,Fairy Tales
2093,Folk Tales & Fables
2094,Records
2094,Fun Facts & Interactive
2096,Realistic Fiction
2098,Classics
2098,Realistic Fiction
1749,Animal Stories
2099,Historical Fiction
2100,School Stories
2100,Animal Stories
2101,Poetry
2101,Songs & Verse
2102,School Stories
2102,Realistic Fiction
2105,Action & Adventure
2105,Fantasy
2105,Media
2108,Informative Nonfiction
2110,Animal Stories
2113,Fantasy
2113,Action & Adventure
2114,Humor & Funny Stories
2115,Fantasy
2116,Realistic Fiction
2066,Realistic Fiction
2119,Informative Nonfiction
2119,Records
2119,Fun Facts & Interactive
2120,Fantasy
2121,Fantasy
2121,Media
2122,Fantasy
2123,Humor & Funny Stories
2124,Fantasy
2125,Historical Fiction
2127,Humor & Funny Stories
2127,School Stories
2128,Action & Adventure
2128,Media
2129,Fantasy
2129,Animal Stories
2130,Mystery & Suspense
2130,Animal Stories
2131,Fantasy
2131,Action & Adventure
2132,Fantasy
2133,Media
2134,Informative Nonfiction
2135,Humor & Funny Stories
2140,Fairy Tales
2140,Folk Tales & Fables
2143,Fantasy
2143,School Stories
2145,Humor & Funny Stories
2146,Action & Adventure
2148,Fantasy
2148,Action & Adventure
2150,School Stories
2150,Humor & Funny Stories
2151,Humor & Funny Stories
2151,School Stories
2152,How-To
2152,Informative Nonfiction
2153,How-To
2153,Media
2154,Informative Nonfiction
2155,Humor & Funny Stories
2156,Animal Stories
2157,Humor & Funny Stories
2158,Fantasy
2159,Biography & Autobiography
2161,Fantasy
2163,Biography & Autobiography
2166,Fantasy
2167,Fantasy
2167,Action & Adventure
2169,Action & Adventure
2169,Humor & Funny Stories
2170,Humor & Funny Stories
2170,Animal Stories
2172,Records
2172,Fun Facts & Interactive
2172,Media
2175,School Stories
2176,Informative Nonfiction
2176,Records
2176,Fun Facts & Interactive
2177,Informative Nonfiction
2177,Media
2178,Realistic Fiction
2179,Realistic Fiction
2179,School Stories
2180,Mystery & Suspense
2181,Humor & Funny Stories
2183,Animal Stories
2184,Historical Fiction
2185,Mystery & Suspense
2188,Action & Adventure
2188,Media
2191,Action & Adventure
2191,Media
2192,Fantasy
2193,Fantasy
2194,School Stories
2194,Humor & Funny Stories
2195,Realistic Fiction
2196,Media
2196,Young Adult
2199,Realistic Fiction
2200,Media
2201,Action & Adventure
2201,Fantasy
2201,Media
2206,Humor & Funny Stories
2206,Mystery & Suspense
2207,School Stories
2209,Fantasy
2209,Fairy Tales
2209,Folk Tales & Fables
2210,Fantasy
2211,Fantasy
2211,Action & Adventure
2211,Young Adult
2213,Realistic Fiction
2214,School Stories
2215,Informative Nonfiction
2216,Action & Adventure
2216,Fantasy
2217,Humor & Funny Stories
2218,Informative Nonfiction
2218,Media
2219,Historical Fiction
2219,Media
2223,Humor & Funny Stories
2224,Media
2225,Humor & Funny Stories
2226,Classics
2227,Mystery & Suspense
2228,Humor & Funny Stories
2229,School Stories
2230,Advice & Inspiration
2230,Young Adult
2230,Media
2231,Media
2232,Humor & Funny Stories
2233,Informative Nonfiction
2233,Records
2233,Fun Facts & Interactive
2234,Humor & Funny Stories
2235,Records
2235,Fun Facts & Interactive
2236,Humor & Funny Stories
2237,Poetry
2237,Songs & Verse
2241,Narrative Nonfiction
2241,Young Adult
2242,Media
2243,Science Fiction
2243,Action & Adventure
2245,Realistic Fiction
2246,Romance
2246,Young Adult
2247,Action & Adventure
2249,Informative Nonfiction
2249,Records
2249,Fun Facts & Interactive
2250,Horror & Supernatural
2250,Fantasy
2250,Young Adult
2251,Action & Adventure
2252,Realistic Fiction
2252,Young Adult
2253,Records
2253,Fun Facts & Interactive
2255,Realistic Fiction
2256,Action & Adventure
2256,Mystery & Suspense
2256,Media
2257,Humor & Funny Stories
2257,Animal Stories
2259,Action & Adventure
2259,Media
2260,Humor & Funny Stories
2264,Reference
2268,Realistic Fiction
2270,Biography & Autobiography
2270,Narrative Nonfiction
2271,Science Fiction
2271,Media
2272,Mystery & Suspense
2273,Horror & Supernatural
2273,Fantasy
2274,Realistic Fiction
2275,Historical Fiction
2277,Biography & Autobiography
2279,How-To
2279,Records
2279,Fun Facts & Interactive
2279,Media
2280,Realistic Fiction
2280,School Stories
2281,Humor & Funny Stories
2281,School Stories
2282,Horror & Supernatural
2283,Science Fiction
2283,Action & Adventure
2283,Young Adult
2284,Realistic Fiction
2285,Action & Adventure
2286,Action & Adventure
2287,Informative Nonfiction
2288,School Stories
2288,Humor & Funny Stories
2289,Humor & Funny Stories
2290,Humor & Funny Stories
2290,School Stories
2291,Classics
2291,Historical Fiction
2291,Animal Stories
2292,Fantasy
2293,Realistic Fiction
2294,Animal Stories
2294,Fantasy
2294,Action & Adventure
2295,Humor & Funny Stories
2295,Mystery & Suspense
2296,Fantasy
2297,Science Fiction
2297,School Stories
2297,Humor & Funny Stories
2298,Realistic Fiction
2298,School Stories
2299,Historical Fiction
2299,Action & Adventure
2300,Fantasy
2300,Historical Fiction
2302,Humor & Funny Stories
2307,Poetry
2307,Songs & Verse
2308,Fantasy
2308,Animal Stories
2309,Media
2310,Fantasy
2311,Humor & Funny Stories
2311,Realistic Fiction
2312,Realistic Fiction
2316,Fantasy
2316,Historical Fiction
2317,Humor & Funny Stories
2317,Action & Adventure
2318,Realistic Fiction
2319,Realistic Fiction
2319,Animal Stories
294,Fantasy
2320,Mystery & Suspense
2322,Fantasy
2322,Fairy Tales
2322,Folk Tales & Fables
2322,Humor & Funny Stories
2323,Animal Stories
2324,Informative Nonfiction
2324,Records
2324,Fun Facts & Interactive
2325,Realistic Fiction
2326,Humor & Funny Stories
2327,Action & Adventure
2327,Science Fiction
2327,Media
2328,Romance
2332,Action & Adventure
2332,Fantasy
2333,Realistic Fiction
2334,Fantasy
2335,Realistic Fiction
2336,Young Adult
2336,School Stories
2337,Humor & Funny Stories
2339,Realistic Fiction
2341,Informative Nonfiction
2341,Records
2341,Fun Facts & Interactive
2342,School Stories
2342,Young Adult
2343,Mystery & Suspense
2344,How-To
2345,Classics
2345,Fantasy
2346,Humor & Funny Stories
2346,School Stories
2348,Humor & Funny Stories
2348,Action & Adventure
2349,Mystery & Suspense
2350,Action & Adventure
2350,Media
2351,Records
2351,Fun Facts & Interactive
2351,Media
2352,Fantasy
2353,Records
2353,Fun Facts & Interactive
2353,How-To
190,Spooky Stories
2355,Mystery & Suspense
2358,Media
2359,Humor & Funny Stories
2359,School Stories
2365,Fantasy
2365,Narrative Nonfiction
2366,Humor & Funny Stories
2366,School Stories
2367,Spooky Stories
2372,Poetry
2372,Songs & Verse
2373,Animal Stories
2374,School Stories
2374,Animal Stories
