zip,type,primary_city,state,county,latitude,longitude
26293,STANDARD,Valley Bend,WV,Randolph County,38.78,-79.94
26294,STANDARD,Valley Head,WV,Randolph County,38.52,-80.03
26296,PO BOX,Whitmer,WV,Randolph County,38.76,-79.6
26298,PO BOX,Bergoo,WV,Webster County,38.48,-80.24
26301,STANDARD,Clarksburg,WV,Harrison County,39.28,-80.33
26302,PO BOX,Clarksburg,WV,Harrison County,39.28,-80.33
26306,UNIQUE,Clarksburg,WV,Harrison County,39.28,-80.33
26320,STANDARD,Alma,WV,Tyler County,39.42,-80.82
26321,STANDARD,Alum Bridge,WV,Lewis County,39.04,-80.69
26323,PO BOX,Anmoore,WV,Harrison County,39.26,-80.29
26325,STANDARD,Auburn,WV,Ritchie County,39.09,-80.85
26327,STANDARD,Berea,WV,Ritchie County,39.13,-80.92
26330,STANDARD,Bridgeport,WV,Harrison County,39.29,-80.25
26335,STANDARD,Burnsville,WV,Braxton County,38.85,-80.65
26337,STANDARD,Cairo,WV,Ritchie County,39.2,-81.15
26338,STANDARD,Camden,WV,Lewis County,39.09,-80.61
26339,STANDARD,Center Point,WV,Doddridge County,39.42,-80.62
26342,STANDARD,Coxs Mills,WV,Gilmer County,39.03,-80.85
26343,STANDARD,Crawford,WV,Lewis County,38.83,-80.4
26346,STANDARD,Ellenboro,WV,Ritchie County,39.29,-81.06
26347,STANDARD,Flemington,WV,Taylor County,39.26,-80.12
26348,STANDARD,Folsom,WV,Wetzel County,39.46,-80.52
26349,PO BOX,Galloway,WV,Barbour County,39.24,-80.13
26351,STANDARD,Glenville,WV,Gilmer County,38.93,-80.83
26354,STANDARD,Grafton,WV,Taylor County,39.34,-80.01
26361,PO BOX,Gypsy,WV,Harrison County,39.37,-80.32
26362,STANDARD,Harrisville,WV,Ritchie County,39.21,-81.04
26366,PO BOX,Haywood,WV,Harrison County,39.38,-80.33
26369,PO BOX,Hepzibah,WV,Harrison County,39.33,-80.33
26372,STANDARD,Horner,WV,Lewis County,38.95,-80.36
26374,STANDARD,Independence,WV,Preston County,39.44,-79.88
26376,STANDARD,Ireland,WV,Lewis County,38.75,-80.47
26377,STANDARD,Jacksonburg,WV,Wetzel County,39.53,-80.65
26378,STANDARD,Jane Lew,WV,Lewis County,39.1,-80.4
26384,STANDARD,Linn,WV,Gilmer County,38.96,-80.71
26385,STANDARD,Lost Creek,WV,Harrison County,39.15,-80.35
26386,STANDARD,Lumberport,WV,Harrison County,39.37,-80.34
26404,STANDARD,Meadowbrook,WV,Harrison County,39.34,-80.31
26405,STANDARD,Moatsville,WV,Barbour County,39.22,-79.9
26408,STANDARD,Mount Clare,WV,Harrison County,39.2,-80.31
26410,STANDARD,Newburg,WV,Preston County,39.4,-79.82
26411,STANDARD,New Milton,WV,Doddridge County,39.17,-80.71
26412,STANDARD,Orlando,WV,Lewis County,38.87,-80.53
26415,STANDARD,Pennsboro,WV,Ritchie County,39.28,-80.97
26416,STANDARD,Philippi,WV,Barbour County,39.15,-80.04
26419,STANDARD,Pine Grove,WV,Wetzel County,39.56,-80.68
26421,STANDARD,Pullman,WV,Ritchie County,39.18,-80.94
26422,PO BOX,Reynoldsville,WV,Harrison County,39.29,-80.44
26424,PO BOX,Rosemont,WV,Taylor County,39.27,-80.17
26425,STANDARD,Rowlesburg,WV,Preston County,39.28,-79.76
26426,STANDARD,Salem,WV,Harrison County,39.28,-80.56
26430,STANDARD,Sand Fork,WV,Gilmer County,38.87,-80.76
26431,STANDARD,Shinnston,WV,Harrison County,39.39,-80.29
26434,PO BOX,Shirley,WV,Tyler County,39.4,-80.78
26435,PO BOX,Simpson,WV,Taylor County,39.27,-80.09
26436,PO BOX,Smithburg,WV,Doddridge County,39.3,-80.72
26437,STANDARD,Smithfield,WV,Wetzel County,39.53,-80.51
26438,PO BOX,Spelter,WV,Harrison County,39.35,-80.32
26440,STANDARD,Thornton,WV,Taylor County,39.34,-79.93
26443,STANDARD,Troy,WV,Gilmer County,39.08,-80.75
26444,STANDARD,Tunnelton,WV,Preston County,39.39,-79.74
26447,STANDARD,Walkersville,WV,Lewis County,38.91,-80.48
26448,STANDARD,Wallace,WV,Harrison County,39.4,-80.48
26451,STANDARD,West Milford,WV,Harrison County,39.2,-80.4
26452,STANDARD,Weston,WV,Lewis County,39.04,-80.46
26456,STANDARD,West Union,WV,Doddridge County,39.29,-80.77
26461,STANDARD,Wilsonburg,WV,Harrison County,39.29,-80.39
26463,PO BOX,Wyatt,WV,Harrison County,39.43,-80.39
26501,STANDARD,Morgantown,WV,Monongalia County,39.63,-80.04
26502,PO BOX,Morgantown,WV,Monongalia County,39.63,-79.94
26504,PO BOX,Morgantown,WV,Monongalia County,39.63,-79.94
26505,STANDARD,Morgantown,WV,Monongalia County,39.63,-79.94
26506,STANDARD,Morgantown,WV,Monongalia County,39.63,-79.94
26507,PO BOX,Morgantown,WV,Monongalia County,39.63,-79.94
26508,STANDARD,Morgantown,WV,Monongalia County,39.6,-79.9
26519,STANDARD,Albright,WV,Preston County,39.49,-79.63
26520,PO BOX,Arthurdale,WV,Preston County,39.49,-79.82
26521,STANDARD,Blacksville,WV,Monongalia County,39.71,-80.23
26524,STANDARD,Bretz,WV,Preston County,39.55,-79.81
26525,STANDARD,Bruceton Mills,WV,Preston County,39.65,-79.64
26527,PO BOX,Cassville,WV,Monongalia County,39.66,-80.05
26531,PO BOX,Dellslow,WV,Monongalia County,39.6,-79.89
26534,PO BOX,Granville,WV,Monongalia County,39.64,-79.99
26537,STANDARD,Kingwood,WV,Preston County,39.47,-79.68
26541,STANDARD,Maidsville,WV,Monongalia County,39.7,-79.99
26542,STANDARD,Masontown,WV,Preston County,39.55,-79.8
26543,PO BOX,Osage,WV,Monongalia County,39.66,-80
26544,PO BOX,Pentress,WV,Monongalia County,39.69,-80.18
26546,STANDARD,Pursglove,WV,Monongalia County,39.7,-80.06
26547,STANDARD,Reedsville,WV,Preston County,39.51,-79.8
26554,STANDARD,Fairmont,WV,Marion County,39.48,-80.14
26555,PO BOX,Fairmont,WV,Marion County,39.48,-80.14
26559,PO BOX,Barrackville,WV,Marion County,39.5,-80.17
26560,STANDARD,Baxter,WV,Marion County,39.54,-80.15
26561,STANDARD,Big Run,WV,Wetzel County,39.59,-80.57
26562,STANDARD,Burton,WV,Wetzel County,39.66,-80.39
26563,PO BOX,Carolina,WV,Marion County,39.48,-80.27
26566,PO BOX,Colfax,WV,Marion County,39.43,-80.12
26568,STANDARD,Enterprise,WV,Harrison County,39.42,-80.28
26570,STANDARD,Fairview,WV,Monongalia County,39.59,-80.24
26571,STANDARD,Farmington,WV,Marion County,39.51,-80.25
26572,PO BOX,Four States,WV,Marion County,39.49,-80.31
26574,PO BOX,Grant Town,WV,Marion County,39.59,-80.19
26575,STANDARD,Hundred,WV,Wetzel County,39.68,-80.45
26576,PO BOX,Idamay,WV,Marion County,39.49,-80.26
26578,PO BOX,Kingmont,WV,Marion County,39.45,-80.15
26581,STANDARD,Littleton,WV,Wetzel County,39.69,-80.51
26582,STANDARD,Mannington,WV,Marion County,39.52,-80.34
26585,STANDARD,Metz,WV,Marion County,39.61,-80.43
26586,PO BOX,Montana Mines,WV,Marion County,39.52,-80.1
26587,STANDARD,Rachel,WV,Marion County,39.52,-80.29
26588,STANDARD,Rivesville,WV,Marion County,39.53,-80.12
26590,STANDARD,Wana,WV,Monongalia County,39.7,-80.31
26591,STANDARD,Worthington,WV,Marion County,39.45,-80.26
26601,STANDARD,Sutton,WV,Braxton County,38.66,-80.71
26610,STANDARD,Birch River,WV,Nicholas County,38.49,-80.75
26611,STANDARD,Cedarville,WV,Gilmer County,38.84,-80.84
26615,STANDARD,Copen,WV,Braxton County,38.84,-80.72
26617,STANDARD,Dille,WV,Clay County,38.5,-80.83
26619,STANDARD,Exchange,WV,Braxton County,38.79,-80.76
26621,STANDARD,Flatwoods,WV,Braxton County,38.72,-80.65
26623,STANDARD,Frametown,WV,Braxton County,38.62,-80.88
26624,STANDARD,Gassaway,WV,Braxton County,38.67,-80.77
26627,STANDARD,Heaters,WV,Braxton County,38.75,-80.59
26629,STANDARD,Little Birch,WV,Braxton County,38.57,-80.7
26631,STANDARD,Napier,WV,Braxton County,38.77,-80.57
26636,STANDARD,Rosedale,WV,Gilmer County,38.78,-80.89
26638,STANDARD,Shock,WV,Gilmer County,38.76,-80.99
26651,STANDARD,Summersville,WV,Nicholas County,38.28,-80.84
26656,STANDARD,Belva,WV,Nicholas County,38.28,-81.16
26660,STANDARD,Calvin,WV,Nicholas County,38.36,-80.7
26662,STANDARD,Canvas,WV,Nicholas County,38.26,-80.73
26667,PO BOX,Drennen,WV,Nicholas County,38.24,-81.01
26671,STANDARD,Gilboa,WV,Nicholas County,38.29,-80.96
26675,PO BOX,Keslers Cross Lanes,WV,Nicholas County,38.24,-80.94
26676,STANDARD,Leivasy,WV,Nicholas County,38.16,-80.65
26678,STANDARD,Mount Lookout,WV,Nicholas County,38.17,-80.9
26679,STANDARD,Mount Nebo,WV,Nicholas County,38.19,-80.8
26680,STANDARD,Nallen,WV,Fayette County,38.1,-80.88
26681,STANDARD,Nettie,WV,Nicholas County,38.23,-80.73
26684,STANDARD,Pool,WV,Nicholas County,38.16,-80.85
26690,STANDARD,Swiss,WV,Fayette County,38.18,-81.09
26691,STANDARD,Tioga,WV,Nicholas County,38.39,-80.67
26704,STANDARD,Augusta,WV,Hampshire County,39.3,-78.59
26705,STANDARD,Aurora,WV,Preston County,39.29,-79.56
26707,PO BOX,Bayard,WV,Grant County,39.26,-79.36
26710,STANDARD,Burlington,WV,Mineral County,39.36,-78.91
26711,STANDARD,Capon Bridge,WV,Hampshire County,39.28,-78.47
26714,STANDARD,Delray,WV,Hampshire County,39.19,-78.6
26716,STANDARD,Eglon,WV,Preston County,39.29,-79.51
26717,STANDARD,Elk Garden,WV,Mineral County,39.38,-79.15
26719,STANDARD,Fort Ashby,WV,Mineral County,39.49,-78.76
26720,STANDARD,Gormania,WV,Grant County,39.28,-79.33
26722,STANDARD,Green Spring,WV,Hampshire County,39.5,-78.64
26726,STANDARD,Keyser,WV,Mineral County,39.43,-78.98
26731,STANDARD,Lahmansville,WV,Grant County,39.17,-79.07
26739,STANDARD,Mount Storm,WV,Grant County,39.27,-79.24
26743,STANDARD,New Creek,WV,Mineral County,39.29,-79.08
26750,STANDARD,Piedmont,WV,Mineral County,39.48,-79.04
26753,STANDARD,Ridgeley,WV,Mineral County,39.64,-78.77
26755,STANDARD,Rio,WV,Hampshire County,39.17,-78.72
26757,STANDARD,Romney,WV,Hampshire County,39.34,-78.75
26761,STANDARD,Shanks,WV,Hampshire County,39.26,-78.7
26763,STANDARD,Springfield,WV,Hampshire County,39.45,-78.69
26764,STANDARD,Terra Alta,WV,Preston County,39.44,-79.54
26767,STANDARD,Wiley Ford,WV,Mineral County,39.62,-78.76
26801,STANDARD,Baker,WV,Hardy County,39.04,-78.74
26802,STANDARD,Brandywine,WV,Pendleton County,38.62,-79.24
26804,STANDARD,Circleville,WV,Pendleton County,38.67,-79.49
26807,STANDARD,Franklin,WV,Pendleton County,38.64,-79.33
26808,STANDARD,High View,WV,Hampshire County,39.2,-78.45
26810,STANDARD,Lost City,WV,Hardy County,38.99,-78.76
26812,STANDARD,Mathias,WV,Hardy County,38.87,-78.86
26814,STANDARD,Riverton,WV,Pendleton County,38.74,-79.43
26815,STANDARD,Sugar Grove,WV,Pendleton County,38.51,-79.32
26817,STANDARD,Bloomery,WV,Hampshire County,39.38,-78.37
26818,STANDARD,Fisher,WV,Hardy County,39.05,-79
26823,PO BOX,Capon Springs,WV,Hampshire County,39.13,-78.48
26833,STANDARD,Maysville,WV,Grant County,39.11,-79.16
26836,STANDARD,Moorefield,WV,Hardy County,39.06,-78.96
26838,STANDARD,Milam,WV,Hardy County,38.81,-79.09
26845,STANDARD,Old Fields,WV,Hardy County,39.14,-78.95
26847,STANDARD,Petersburg,WV,Grant County,38.99,-79.12
26851,STANDARD,Wardensville,WV,Hardy County,39.07,-78.59
26852,STANDARD,Purgitsville,WV,Hampshire County,39.23,-78.92
26855,STANDARD,Cabins,WV,Grant County,38.99,-79.2
26865,STANDARD,Yellow Spring,WV,Hampshire County,39.18,-78.49
26866,STANDARD,Upper Tract,WV,Pendleton County,38.79,-79.25
26884,STANDARD,Seneca Rocks,WV,Pendleton County,38.83,-79.37
26886,PO BOX,Onego,WV,Pendleton County,38.81,-79.47
27006,STANDARD,Advance,NC,Davie County,35.93,-80.4
27007,STANDARD,Ararat,NC,Surry County,36.4,-80.56
27009,STANDARD,Belews Creek,NC,Forsyth County,36.25,-80.06
27010,PO BOX,Bethania,NC,Forsyth County,36.14,-80.3
27011,STANDARD,Boonville,NC,Yadkin County,36.23,-80.7
27012,STANDARD,Clemmons,NC,Forsyth County,36.02,-80.38
27013,STANDARD,Cleveland,NC,Rowan County,35.73,-80.67
27014,PO BOX,Cooleemee,NC,Davie County,35.81,-80.55
27016,STANDARD,Danbury,NC,Stokes County,36.45,-80.22
27017,STANDARD,Dobson,NC,Surry County,36.39,-80.72
27018,STANDARD,East Bend,NC,Yadkin County,36.21,-80.5
27019,STANDARD,Germanton,NC,Stokes County,36.26,-80.23
27020,STANDARD,Hamptonville,NC,Yadkin County,36.11,-80.81
27021,STANDARD,King,NC,Stokes County,36.27,-80.35
27022,STANDARD,Lawsonville,NC,Stokes County,36.51,-80.22
27023,STANDARD,Lewisville,NC,Forsyth County,36.09,-80.4
27024,STANDARD,Lowgap,NC,Surry County,36.52,-80.84
27025,STANDARD,Madison,NC,Rockingham County,36.38,-79.97
27027,STANDARD,Mayodan,NC,Rockingham County,36.41,-79.97
27028,STANDARD,Mocksville,NC,Davie County,35.89,-80.55
27030,STANDARD,Mount Airy,NC,Surry County,36.5,-80.61
27031,PO BOX,White Plains,NC,Surry County,36.44,-80.63
27040,STANDARD,Pfafftown,NC,Forsyth County,36.17,-80.39
27041,STANDARD,Pilot Mountain,NC,Surry County,36.38,-80.47
27042,STANDARD,Pine Hall,NC,Stokes County,36.35,-80.06
27043,STANDARD,Pinnacle,NC,Stokes County,36.33,-80.4
27045,STANDARD,Rural Hall,NC,Forsyth County,36.23,-80.29
27046,STANDARD,Sandy Ridge,NC,Stokes County,36.5,-80.11
27047,STANDARD,Siloam,NC,Surry County,36.32,-80.57
27048,STANDARD,Stoneville,NC,Rockingham County,36.46,-79.9
27049,PO BOX,Toast,NC,Surry County,36.49,-80.63
27050,STANDARD,Tobaccoville,NC,Forsyth County,36.23,-80.39
27051,STANDARD,Walkertown,NC,Forsyth County,36.17,-80.15
27052,STANDARD,Walnut Cove,NC,Stokes County,36.29,-80.13
27053,STANDARD,Westfield,NC,Stokes County,36.47,-80.35
27054,STANDARD,Woodleaf,NC,Rowan County,35.76,-80.59
27055,STANDARD,Yadkinville,NC,Yadkin County,36.13,-80.65
27094,UNIQUE,Rural Hall,NC,Forsyth County,36.23,-80.29
27098,UNIQUE,Rural Hall,NC,Forsyth County,36.23,-80.29
27099,UNIQUE,Rural Hall,NC,Forsyth County,36.23,-80.29
27101,STANDARD,Winston Salem,NC,Forsyth County,36.1,-80.24
27102,PO BOX,Winston Salem,NC,Forsyth County,36.1,-80.24
27103,STANDARD,Winston Salem,NC,Forsyth County,36.06,-80.32
27104,STANDARD,Winston Salem,NC,Forsyth County,36.1,-80.32
27105,STANDARD,Winston Salem,NC,Forsyth County,36.16,-80.23
27106,STANDARD,Winston Salem,NC,Forsyth County,36.14,-80.32
27107,STANDARD,Winston Salem,NC,Forsyth County,36.01,-80.18
27108,PO BOX,Winston Salem,NC,Forsyth County,36.1,-80.24
27109,STANDARD,Winston Salem,NC,Forsyth County,36.13,-80.28
27110,UNIQUE,Winston Salem,NC,Forsyth County,36.09,-80.22
27111,UNIQUE,Winston Salem,NC,Forsyth County,36.1,-80.24
27113,PO BOX,Winston Salem,NC,Forsyth County,36.1,-80.24
27114,PO BOX,Winston Salem,NC,Forsyth County,36.1,-80.24
27115,PO BOX,Winston Salem,NC,Forsyth County,36.1,-80.24
27116,PO BOX,Winston Salem,NC,Forsyth County,36.1,-80.24
27117,PO BOX,Winston Salem,NC,Forsyth County,36.1,-80.24
27120,PO BOX,Winston Salem,NC,Forsyth County,36.1,-80.24
27127,STANDARD,Winston Salem,NC,Forsyth County,36.02,-80.28
27130,PO BOX,Winston Salem,NC,Forsyth County,36.1,-80.24
27150,UNIQUE,Winston Salem,NC,Forsyth County,36.1,-80.24
27151,UNIQUE,Winston-salem,NC,Forsyth County,36.11,-80.24
27152,UNIQUE,Winston Salem,NC,Forsyth County,36.1,-80.24
27155,UNIQUE,Winston Salem,NC,Forsyth County,36.1,-80.24
27156,UNIQUE,Winston-salem,NC,Forsyth County,36.14,-80.22
27157,UNIQUE,Winston Salem,NC,Forsyth County,36.1,-80.24
27198,UNIQUE,Winston Salem,NC,Forsyth County,36.1,-80.24
27199,UNIQUE,Winston Salem,NC,Forsyth County,36.1,-80.24
27201,PO BOX,Alamance,NC,Alamance County,36.03,-79.48
27202,PO BOX,Altamahaw,NC,Alamance County,36.17,-79.5
27203,STANDARD,Asheboro,NC,Randolph County,35.71,-79.81
27204,PO BOX,Asheboro,NC,Randolph County,35.71,-79.81
27205,STANDARD,Asheboro,NC,Randolph County,35.65,-79.84
27207,STANDARD,Bear Creek,NC,Chatham County,35.6,-79.36
27208,STANDARD,Bennett,NC,Chatham County,35.57,-79.52
27209,STANDARD,Biscoe,NC,Montgomery County,35.36,-79.78
27212,STANDARD,Blanch,NC,Caswell County,36.51,-79.28
27213,PO BOX,Bonlee,NC,Chatham County,35.61,-79.44
27214,STANDARD,Browns Summit,NC,Guilford County,36.21,-79.67
27215,STANDARD,Burlington,NC,Alamance County,36.08,-79.44
27216,PO BOX,Burlington,NC,Alamance County,36.08,-79.44
27217,STANDARD,Burlington,NC,Alamance County,36.19,-79.38
27220,UNIQUE,Burlington,NC,Alamance County,36.02,-79.48
27228,PO BOX,Bynum,NC,Chatham County,35.77,-79.15
27229,STANDARD,Candor,NC,Montgomery County,35.29,-79.74
27230,PO BOX,Cedar Falls,NC,Randolph County,35.8,-79.72
27231,STANDARD,Cedar Grove,NC,Orange County,36.2,-79.17
27233,STANDARD,Climax,NC,Randolph County,35.89,-79.71
27235,STANDARD,Colfax,NC,Guilford County,36.09,-80.01
27237,PO BOX,Cumnock,NC,Lee County,35.54,-79.23
27239,STANDARD,Denton,NC,Davidson County,35.63,-80.11
27242,STANDARD,Eagle Springs,NC,Moore County,35.3,-79.65
27243,STANDARD,Efland,NC,Orange County,36.06,-79.17
27244,STANDARD,Elon,NC,Alamance County,36.09,-79.51
27247,PO BOX,Ether,NC,Montgomery County,35.44,-79.78
27248,STANDARD,Franklinville,NC,Randolph County,35.74,-79.69
27249,STANDARD,Gibsonville,NC,Guilford County,36.1,-79.54
27252,STANDARD,Goldston,NC,Chatham County,35.59,-79.32
27253,STANDARD,Graham,NC,Alamance County,36.06,-79.39
27256,PO BOX,Gulf,NC,Chatham County,35.57,-79.28
27258,STANDARD,Haw River,NC,Alamance County,36.09,-79.36
27259,PO BOX,Highfalls,NC,Chatham County,35.48,-79.53
27260,STANDARD,High Point,NC,Guilford County,35.95,-79.99
27261,PO BOX,High Point,NC,Guilford County,35.98,-79.99
27262,STANDARD,High Point,NC,Guilford County,35.96,-80.04
27263,STANDARD,High Point,NC,Randolph County,35.91,-79.94
27264,PO BOX,High Point,NC,Guilford County,35.98,-79.99
27265,STANDARD,High Point,NC,Guilford County,35.98,-79.99
27268,UNIQUE,High Point,NC,Guilford County,35.95,-80.01
27278,STANDARD,Hillsborough,NC,Orange County,36.07,-79.1
27281,STANDARD,Jackson Springs,NC,Moore County,35.19,-79.64
27282,STANDARD,Jamestown,NC,Guilford County,35.99,-79.93
27283,STANDARD,Julian,NC,Guilford County,35.95,-79.63
27284,STANDARD,Kernersville,NC,Forsyth County,36.11,-80.07
27285,PO BOX,Kernersville,NC,Forsyth County,36.11,-80.07
27288,STANDARD,Eden,NC,Rockingham County,36.5,-79.74
27289,PO BOX,Eden,NC,Rockingham County,36.5,-79.74
27291,STANDARD,Leasburg,NC,Caswell County,36.4,-79.16
27292,STANDARD,Lexington,NC,Davidson County,35.8,-80.25
27293,PO BOX,Lexington,NC,Davidson County,35.8,-80.25
27294,UNIQUE,Lexington,NC,Davidson County,35.8,-80.25
27295,STANDARD,Lexington,NC,Davidson County,35.87,-80.31
27298,STANDARD,Liberty,NC,Randolph County,35.85,-79.57
27299,STANDARD,Linwood,NC,Davidson County,35.75,-80.39
27301,STANDARD,Mc Leansville,NC,Guilford County,36.1,-79.66
27302,STANDARD,Mebane,NC,Alamance County,36.09,-79.27
27305,STANDARD,Milton,NC,Caswell County,36.53,-79.2
27306,STANDARD,Mount Gilead,NC,Montgomery County,35.21,-80
27310,STANDARD,Oak Ridge,NC,Guilford County,36.17,-79.98
27311,STANDARD,Pelham,NC,Caswell County,36.5,-79.46
27312,STANDARD,Pittsboro,NC,Chatham County,35.71,-79.17
27313,STANDARD,Pleasant Garden,NC,Guilford County,35.96,-79.77
27314,STANDARD,Prospect Hill,NC,Caswell County,36.25,-79.2
27315,STANDARD,Providence,NC,Caswell County,36.5,-79.36
27316,STANDARD,Ramseur,NC,Randolph County,35.73,-79.65
27317,STANDARD,Randleman,NC,Randolph County,35.81,-79.8
27320,STANDARD,Reidsville,NC,Rockingham County,36.34,-79.67
27321,UNIQUE,Reidsville,NC,Rockingham County,36.35,-79.66
27322,UNIQUE,Reidsville,NC,Rockingham County,36.35,-79.66
27323,PO BOX,Reidsville,NC,Rockingham County,36.34,-79.67
27325,STANDARD,Robbins,NC,Moore County,35.43,-79.58
27326,STANDARD,Ruffin,NC,Rockingham County,36.45,-79.55
27330,STANDARD,Sanford,NC,Lee County,35.47,-79.18
27331,PO BOX,Sanford,NC,Lee County,35.47,-79.18
27332,STANDARD,Sanford,NC,Lee County,35.36,-79.13
27340,PO BOX,Saxapahaw,NC,Alamance County,35.95,-79.32
27341,STANDARD,Seagrove,NC,Randolph County,35.54,-79.77
27342,PO BOX,Sedalia,NC,Guilford County,36.14,-79.57
27343,STANDARD,Semora,NC,Person County,36.49,-79.14
27344,STANDARD,Siler City,NC,Chatham County,35.72,-79.46
27349,STANDARD,Snow Camp,NC,Alamance County,35.86,-79.41
27350,STANDARD,Sophia,NC,Randolph County,35.81,-79.89
27351,PO BOX,Southmont,NC,Davidson County,35.81,-80.26
27355,STANDARD,Staley,NC,Randolph County,35.79,-79.55
27356,STANDARD,Star,NC,Montgomery County,35.4,-79.78
27357,STANDARD,Stokesdale,NC,Rockingham County,36.23,-79.98
27358,STANDARD,Summerfield,NC,Guilford County,36.2,-79.89
27359,PO BOX,Swepsonville,NC,Alamance County,36.02,-79.35
27360,STANDARD,Thomasville,NC,Davidson County,35.88,-80.07
27361,PO BOX,Thomasville,NC,Davidson County,35.88,-80.07
27370,STANDARD,Trinity,NC,Randolph County,35.88,-80.01
27371,STANDARD,Troy,NC,Montgomery County,35.36,-79.89
27373,PO BOX,Wallburg,NC,Davidson County,36.01,-80.14
27374,PO BOX,Welcome,NC,Davidson County,35.91,-80.25
27375,PO BOX,Wentworth,NC,Rockingham County,36.4,-79.76
27376,STANDARD,West End,NC,Moore County,35.24,-79.53
27377,STANDARD,Whitsett,NC,Guilford County,36.03,-79.59
27379,STANDARD,Yanceyville,NC,Caswell County,36.4,-79.34
27395,STANDARD,Greensboro,NC,Guilford County,36.07,-79.79
27401,STANDARD,Greensboro,NC,Guilford County,36.07,-79.77
27402,PO BOX,Greensboro,NC,Guilford County,36.07,-79.82
27403,STANDARD,Greensboro,NC,Guilford County,36.07,-79.82
27404,PO BOX,Greensboro,NC,Guilford County,36.07,-79.82
27405,STANDARD,Greensboro,NC,Guilford County,36.11,-79.74
27406,STANDARD,Greensboro,NC,Guilford County,36,-79.76
27407,STANDARD,Greensboro,NC,Guilford County,36.01,-79.88
27408,STANDARD,Greensboro,NC,Guilford County,36.1,-79.81
27409,STANDARD,Greensboro,NC,Guilford County,36.1,-79.94
27410,STANDARD,Greensboro,NC,Guilford County,36.12,-79.89
27411,UNIQUE,Greensboro,NC,Guilford County,36.07,-79.82
27412,UNIQUE,Greensboro,NC,Guilford County,36.07,-79.82
27413,UNIQUE,Greensboro,NC,Guilford County,36.07,-79.82
27415,PO BOX,Greensboro,NC,Guilford County,36.07,-79.82
27416,PO BOX,Greensboro,NC,Guilford County,36.07,-79.82
27417,PO BOX,Greensboro,NC,Guilford County,36.07,-79.82
27419,PO BOX,Greensboro,NC,Guilford County,36.07,-79.82
27420,PO BOX,Greensboro,NC,Guilford County,36.07,-79.82
27425,PO BOX,Greensboro,NC,Guilford County,36.07,-79.82
27427,PO BOX,Greensboro,NC,Guilford County,36.07,-79.82
27429,PO BOX,Greensboro,NC,Guilford County,36.07,-79.82
27435,PO BOX,Greensboro,NC,Guilford County,36.07,-79.82
27438,PO BOX,Greensboro,NC,Guilford County,36.07,-79.82
27455,STANDARD,Greensboro,NC,Guilford County,36.18,-79.81
27480,UNIQUE,Greensboro,NC,Guilford County,36.07,-79.79
27495,STANDARD,Greensboro,NC,Guilford County,36.07,-79.82
27497,UNIQUE,Greensboro,NC,Guilford County,36.07,-79.95
27498,UNIQUE,Greensboro,NC,Guilford County,36.07,-79.82
27499,UNIQUE,Greensboro,NC,Guilford County,36.07,-79.82
27501,STANDARD,Angier,NC,Harnett County,35.51,-78.73
27502,STANDARD,Apex,NC,Wake County,35.72,-78.84
27503,STANDARD,Bahama,NC,Durham County,36.17,-78.88
27504,STANDARD,Benson,NC,Johnston County,35.37,-78.54
27505,STANDARD,Broadway,NC,Harnett County,35.45,-79.05
27506,PO BOX,Buies Creek,NC,Harnett County,35.4,-78.74
27507,STANDARD,Bullock,NC,Granville County,36.5,-78.55
27508,STANDARD,Bunn,NC,Franklin County,35.95,-78.25
27509,STANDARD,Butner,NC,Granville County,36.13,-78.77
27510,STANDARD,Carrboro,NC,Orange County,35.91,-79.08
27511,STANDARD,Cary,NC,Wake County,35.78,-78.79
27512,PO BOX,Cary,NC,Wake County,35.78,-78.79
27513,STANDARD,Cary,NC,Wake County,35.8,-78.8
27514,STANDARD,Chapel Hill,NC,Orange County,35.92,-79.04
27515,PO BOX,Chapel Hill,NC,Orange County,35.92,-79.04
27516,STANDARD,Chapel Hill,NC,Orange County,35.91,-79.15
27517,STANDARD,Chapel Hill,NC,Orange County,35.84,-79.03
27518,STANDARD,Cary,NC,Wake County,35.73,-78.77
27519,STANDARD,Cary,NC,Wake County,35.81,-78.88
27520,STANDARD,Clayton,NC,Johnston County,35.64,-78.45
27521,STANDARD,Coats,NC,Harnett County,35.4,-78.66
27522,STANDARD,Creedmoor,NC,Granville County,36.12,-78.68
27523,STANDARD,Apex,NC,Wake County,35.77,-78.94
27524,STANDARD,Four Oaks,NC,Johnston County,35.44,-78.42
27525,STANDARD,Franklinton,NC,Franklin County,36.1,-78.45
27526,STANDARD,Fuquay Varina,NC,Wake County,35.54,-78.83
27527,STANDARD,Clayton,NC,Johnston County,35.63,-78.36
27528,STANDARD,Clayton,NC,Johnston County,35.65,-78.45
27529,STANDARD,Garner,NC,Wake County,35.69,-78.62
27530,STANDARD,Goldsboro,NC,Wayne County,35.37,-77.97
27531,STANDARD,Goldsboro,NC,Wayne County,35.34,-77.96
27532,PO BOX,Goldsboro,NC,Wayne County,35.37,-77.97
27533,PO BOX,Goldsboro,NC,Wayne County,35.37,-77.97
27534,STANDARD,Goldsboro,NC,Wayne County,35.37,-77.9
27536,STANDARD,Henderson,NC,Vance County,36.32,-78.41
27537,STANDARD,Henderson,NC,Vance County,36.37,-78.37
27539,STANDARD,Apex,NC,Wake County,35.67,-78.81
