ID,CH2_CATEGORY
1612,PICTURE
1614,ADVENTURE
1615,FANTASY
1616,INSTRUCTION RESOURCE DIVISION
1617,FANTASY
1618,CONTEMPORARY
1619,FANTASY
1621,ADVENTURE
1622,CONTEMPORARY
1624,FANTASY
1625,SPANISH
1626,SPANISH
1627,BIOGRAPHY
1628,INSTRUCTION RESOURCE DIVISION
1629,FAMILY & FRIENDSHIP
1630,SPANISH
1632,SPANISH
1633,FANTASY
1634,INSTRUCTION RESOURCE DIVISION
1635,REFERENCE
1636,FAMILY & FRIENDSHIP
1637,ADVENTURE
1638,CHAPTER
1639,ADULT FICTION
1640,ADVENTURE
1643,SPANISH
1644,MYSTERY
1645,CONTEMPORARY
1647,HISTORY
1648,CONTEMPORARY
1649,FAMILY & FRIENDSHIP
1650,SPANISH
211,SPANISH
1651,INSTRUCTION RESOURCE DIVISION
1652,HUMOR
1653,INSTRUCTION RESOURCE DIVISION
1654,INSTRUCTION RESOURCE DIVISION
1658,FANTASY
1660,PICTURE
1661,BIOGRAPHY
1662,INSTRUCTION RESOURCE DIVISION
1663,FANTASY
1664,CONTEMPORARY
1665,GRAPHIC NOVELS
1666,GRAPHIC NOVELS
1667,ADULT NON FICTION
1668,PICTURE
1669,INSTRUCTION RESOURCE DIVISION
1670,INSTRUCTION RESOURCE DIVISION
1672,MYSTERY
1674,INSTRUCTION RESOURCE DIVISION
1675,EASY READER
1676,CONTEMPORARY
1677,SPANISH
1678,SPANISH
1679,REFERENCE
1682,FANTASY
1683,FAMILY & FRIENDSHIP
1684,INSTRUCTION RESOURCE DIVISION
1685,INSTRUCTION RESOURCE DIVISION
1686,GRAPHIC NOVELS
1687,ACQUISITION
1688,MYSTERY
1689,MYSTERY
1690,FANTASY
1691,BIOGRAPHY
1693,CHAPTER
1698,CONTEMPORARY
1699,SPANISH
1700,INSTRUCTION RESOURCE DIVISION
1701,PICTURE
1703,PICTURE
1704,SCIENCE
1705,PICTURE
1706,HUMOR
1707,PICTURE
1708,EASY READER
1709,FAMILY & FRIENDSHIP
1710,INSTRUCTION RESOURCE DIVISION
1711,PICTURE
1712,REFERENCE
1713,EASY READER
1714,GRAPHIC NOVELS
1715,SCIENCE
1716,HISTORICAL FICTION
1717,PICTURE
667,HISTORY
1718,GRAPHIC NOVELS
1719,MYSTERY
1720,CHAPTER
1721,ADVENTURE
1722,FAMILY & FRIENDSHIP
1723,EASY READER
1724,SCIENCE
1725,GRAPHIC NOVELS
1726,PICTURE
1727,REFERENCE
1728,EASY READER
1179,INSTRUCTION RESOURCE DIVISION
1730,CHAPTER
1731,CHAPTER
1732,INSTRUCTION RESOURCE DIVISION
1734,CONTEMPORARY
1735,CONTEMPORARY
1736,COOKBOOK
1737,CONTEMPORARY
1738,CONTEMPORARY
1739,MYSTERY
1740,SCIENCE
1741,FAMILY & FRIENDSHIP
1742,REFERENCE
1743,REFERENCE
1744,POSTERS
1745,GRAPHIC NOVELS
1746,SPORTS
1747,GRAPHIC NOVELS
1748,COOKBOOK
1749,FAMILY & FRIENDSHIP
1750,CHAPTER
1751,PICTURE
1752,COOKBOOK
1753,PICTURE
1754,FANTASY
1755,ACTIVITY
1756,COOKBOOK
1757,PICTURE
1758,ACTIVITY
1759,HUMOR
1760,PICTURE
1761,PICTURE
1762,THE ARTS (APPRECIATION
1762,MUSIC
1762,DANCE)
1763,PICTURE
1764,HISTORY
1765,PICTURE
1766,PICTURE
1768,COOKBOOK
1769,GRAPHIC NOVELS
1770,REFERENCE
1771,HISTORICAL FICTION
1772,SPANISH
1773,MYSTERY
1169,CONTEMPORARY
1774,FANTASY
1775,FANTASY
1776,MYSTERY
1777,REFERENCE
1778,INSTRUCTION RESOURCE DIVISION
1781,FAMILY & FRIENDSHIP
1782,ADULT FICTION
1783,REFERENCE
1784,PICTURE
342,PICTURE
1785,PICTURE
1786,GRAPHIC NOVELS
1787,HUMOR
879,EASY READER
1788,PICTURE
1789,PICTURE
1790,CHAPTER
1791,PICTURE
1792,ADVENTURE
1793,PICTURE
1794,SCIENCE
1795,PICTURE
1796,MYSTERY
1797,PICTURE
1798,CHAPTER
1799,PICTURE
1801,FANTASY
1802,HUMOR
1803,HUMOR
1804,PICTURE
1805,CHAPTER
1806,MYSTERY
1807,FANTASY
1808,SPANISH
1809,EASY READER
1810,FANTASY
1811,ADVENTURE
1812,EASY READER
1813,HISTORICAL FICTION
1814,FAMILY & FRIENDSHIP
1816,BIOGRAPHY
1819,GRAPHIC NOVELS
1820,MYSTERY
1821,FANTASY
1822,REFERENCE
1823,PICTURE
1824,PICTURE
1825,REFERENCE
1826,PICTURE
1827,PICTURE
1828,EASY READER
1829,PICTURE
1553,PICTURE
1831,FAMILY & FRIENDSHIP
1832,INSTRUCTION RESOURCE DIVISION
1833,EASY READER
1834,ADVENTURE
1835,EASY READER
1836,PICTURE
1837,PICTURE
1839,INSTRUCTION RESOURCE DIVISION
1840,CHAPTER
1842,CHAPTER
1844,CONTEMPORARY
1845,FANTASY
1846,STATIONERY
1848,FAMILY & FRIENDSHIP
1849,FANTASY
1850,CONTEMPORARY
1851,REFERENCE
1852,GRAPHIC NOVELS
1853,FANTASY
1854,FAMILY & FRIENDSHIP
1855,ADULT FICTION
1859,FAMILY & FRIENDSHIP
1860,FANTASY
1862,FANTASY
1863,FANTASY
1864,CHAPTER
1865,CHAPTER
1866,PICTURE
1867,CHAPTER
1868,FAMILY & FRIENDSHIP
1869,PICTURE
1870,HUMOR
1871,FAMILY & FRIENDSHIP
1872,CONTEMPORARY
1873,FAMILY & FRIENDSHIP
1874,PICTURE
1875,HISTORY
1876,BIOGRAPHY
1877,FAMILY & FRIENDSHIP
1878,POSTERS
1879,ACTIVITY
1880,SPANISH
1881,PICTURE
1882,REFERENCE
1883,SCIENCE
1884,ACTIVITY
1885,EASY READER
1887,FANTASY
1888,PICTURE
1889,MYSTERY
1890,PICTURE
1891,BIOGRAPHY
1892,PICTURE
1893,POSTERS
1894,PICTURE
1895,CHAPTER
1896,FAMILY & FRIENDSHIP
1897,FAMILY & FRIENDSHIP
1898,REFERENCE
1899,FAMILY & FRIENDSHIP
1900,FANTASY
1901,STATIONERY
1905,STATIONERY
1907,CHAPTER
1908,HUMOR
1909,MYSTERY
626,PICTURE
1913,EASY READER
1914,PICTURE
1915,PICTURE
1916,PICTURE
1918,PICTURE
1919,HUMOR
1920,FANTASY
1923,CHAPTER
1924,FANTASY
1925,FAMILY & FRIENDSHIP
1926,CHAPTER
351,CHAPTER
1927,FAMILY & FRIENDSHIP
1928,PICTURE
1929,PICTURE
1930,SCIENCE
1931,HISTORY
1932,INSTRUCTION RESOURCE DIVISION
1934,ADULT FICTION
1935,ADULT FICTION
1938,INSTRUCTION RESOURCE DIVISION
1939,PICTURE
1369,PICTURE
1941,PICTURE
1942,CHAPTER
1943,EASY READER
1944,HUMOR
1945,CHAPTER
1946,FAMILY & FRIENDSHIP
1947,EASY READER
1948,MYSTERY
1949,PICTURE
1950,EASY READER
1951,CHAPTER
1952,EASY READER
1953,PICTURE
1954,HISTORICAL FICTION
1955,PICTURE
1956,FAMILY & FRIENDSHIP
993,EASY READER
1957,FAMILY & FRIENDSHIP
1958,HUMOR
1959,CONTEMPORARY
1960,PICTURE
1961,INSTRUCTION RESOURCE DIVISION
150,PICTURE
1963,INSTRUCTION RESOURCE DIVISION
1965,FANTASY
1966,EASY READER
1967,COOKBOOK
1968,FAMILY & FRIENDSHIP
1969,SCIENCE
1970,INSTRUCTION RESOURCE DIVISION
1971,MYSTERY
1972,SPANISH
1973,CHAPTER
1974,INSTRUCTION RESOURCE DIVISION
1977,GRAPHIC NOVELS
1978,FAMILY & FRIENDSHIP
1979,HISTORICAL FICTION
1980,FANTASY
1981,GRAPHIC NOVELS
1982,CHAPTER
1983,PICTURE
1984,PICTURE
1985,PICTURE
1986,CONTEMPORARY
1987,CHAPTER
1989,PICTURE
1990,REFERENCE
1991,GRAPHIC NOVELS
1992,PICTURE
1993,PICTURE
1994,ADVENTURE
1995,CONTEMPORARY
1996,MYSTERY
1998,PICTURE
1999,HISTORICAL FICTION
2000,ACTIVITY
2001,REFERENCE
2002,CHAPTER
2003,FAMILY & FRIENDSHIP
2004,CHAPTER
2005,FAMILY & FRIENDSHIP
2006,HISTORY
2007,HISTORY
2008,REFERENCE
2009,FAMILY & FRIENDSHIP
2010,MYSTERY
2011,HISTORICAL FICTION
2015,PICTURE
2018,CHAPTER
366,INSTRUCTION RESOURCE DIVISION
2020,CHAPTER
2022,MISCELLANEOUS (Non-Stock Items)
2023,GRAPHIC NOVELS
2024,PICTURE
2025,CHAPTER
2027,REFERENCE
2028,PICTURE
2029,PICTURE
2030,PICTURE
2031,INSTRUCTION RESOURCE DIVISION
2032,PICTURE
2033,SCIENCE
2034,FANTASY
2035,FANTASY
2036,CONTEMPORARY
2037,FANTASY
2038,SCIENCE
2039,GRAPHIC NOVELS
2040,GRAPHIC NOVELS
2041,ADVENTURE
2042,CHAPTER
2043,ADVENTURE
2044,REFERENCE
2045,ADVENTURE
2046,CONTEMPORARY
2047,COOKBOOK
1584,PICTURE
2048,BIOGRAPHY
2049,FANTASY
1426,PICTURE
1568,PICTURE
2050,FAMILY & FRIENDSHIP
2051,PICTURE
2052,EASY READER
2053,POSTERS
2054,CHAPTER
2055,INSTRUCTION RESOURCE DIVISION
2056,INSTRUCTION RESOURCE DIVISION
2057,PICTURE
2058,FAMILY & FRIENDSHIP
2060,FAMILY & FRIENDSHIP
2061,GRAPHIC NOVELS
2062,ADULT NON FICTION
368,FAMILY & FRIENDSHIP
2063,FAMILY & FRIENDSHIP
2064,HISTORICAL FICTION
2065,HISTORY
2066,GRAPHIC NOVELS
2067,HISTORY
2068,ACTIVITY
2070,FANTASY
2071,EASY READER
2072,CHAPTER
2073,REFERENCE
604,INSTRUCTION RESOURCE DIVISION
2075,PICTURE
2076,PICTURE
2077,PICTURE
2078,PICTURE
2079,BIOGRAPHY
2080,FANTASY
2081,CONTEMPORARY
2082,CONTEMPORARY
2083,CONTEMPORARY
2084,FANTASY
2085,BIOGRAPHY
978,PICTURE
2086,PICTURE
2087,PICTURE
2088,PICTURE
2089,ACTIVITY
2090,HISTORY
2091,FAMILY & FRIENDSHIP
2092,BIOGRAPHY
2093,FANTASY
2094,EASY READER
2095,EASY READER
2096,FAMILY & FRIENDSHIP
2097,ADVENTURE
1588,REFERENCE
2098,ADVENTURE
1749,INSTRUCTION RESOURCE DIVISION
2099,HISTORICAL FICTION
2100,CHAPTER
2102,FAMILY & FRIENDSHIP
2104,BIOGRAPHY
2105,GRAPHIC NOVELS
2106,ADULT FICTION
2107,PICTURE
2108,SCIENCE
2109,COOKBOOK
2110,CHAPTER
2111,ADULT NON FICTION
2112,REFERENCE
2113,FANTASY
2115,CHAPTER
2116,FAMILY & FRIENDSHIP
2117,BIOGRAPHY
2118,PICTURE
2119,SCIENCE
2120,FANTASY
2121,REFERENCE
2122,GRAPHIC NOVELS
2123,HUMOR
2125,HISTORY
2127,MYSTERY
2129,CHAPTER
2130,MYSTERY
2131,FANTASY
2132,FANTASY
2133,SPANISH
2134,SPANISH
2135,PICTURE
2136,SPANISH
2137,PICTURE
2138,PICTURE
2139,PICTURE
2140,SPANISH
2141,PICTURE
2142,PICTURE
2143,SPANISH
2144,SPANISH
2145,SPANISH
2146,SPANISH
2147,SPANISH
2148,CHAPTER
2149,PICTURE
2151,CHAPTER
2152,REFERENCE
2153,COOKBOOK
2154,SCIENCE
607,PICTURE
2155,INSTRUCTION RESOURCE DIVISION
2156,FAMILY & FRIENDSHIP
2157,EASY READER
2158,GRAPHIC NOVELS
2160,EASY READER
2161,FANTASY
2162,PICTURE
2163,BIOGRAPHY
2164,PICTURE
2165,PICTURE
2166,FANTASY
2167,FANTASY
2168,PICTURE
2169,CHAPTER
2171,CHAPTER
2172,REFERENCE
2173,PICTURE
2174,REFERENCE
2175,INSTRUCTION RESOURCE DIVISION
2176,REFERENCE
2177,REFERENCE
2178,INSTRUCTION RESOURCE DIVISION
2179,INSTRUCTION RESOURCE DIVISION
2180,INSTRUCTION RESOURCE DIVISION
2181,FAMILY & FRIENDSHIP
2182,REFERENCE
2184,HISTORICAL FICTION
2185,MYSTERY
2186,CHAPTER
2187,FANTASY
2188,GRAPHIC NOVELS
2189,HISTORICAL FICTION
2190,HISTORICAL FICTION
2191,PICTURE
2192,CHAPTER
2193,GRAPHIC NOVELS
2194,HUMOR
2196,REFERENCE
2197,PICTURE
2198,RELIGIOUS
2199,FAMILY & FRIENDSHIP
2200,REFERENCE
2201,GRAPHIC NOVELS
2202,CONTEMPORARY
2203,SPORTS
2204,FANTASY
2205,CHAPTER
2206,ADVENTURE
2207,CONTEMPORARY
2208,CHAPTER
2209,FANTASY
2210,FANTASY
2211,FANTASY
2212,INSTRUCTION RESOURCE DIVISION
2213,GRAPHIC NOVELS
2215,PICTURE
2216,CHAPTER
2217,PICTURE
2218,EASY READER
2219,HISTORICAL FICTION
2220,EASY READER
2221,FAMILY & FRIENDSHIP
2222,PICTURE
2223,PICTURE
2224,PICTURE
2226,PICTURE
2227,CHAPTER
2229,CHAPTER
2230,BIOGRAPHY
2231,POSTERS
2232,INSTRUCTION RESOURCE DIVISION
2233,EASY READER
1330,HISTORY
2234,FAMILY & FRIENDSHIP
2235,PICTURE
2236,INSTRUCTION RESOURCE DIVISION
2237,PICTURE
2239,FANTASY
2240,PICTURE
2241,BIOGRAPHY
2242,PICTURE
2243,FANTASY
2245,FAMILY & FRIENDSHIP
2246,CONTEMPORARY
2247,FANTASY
2248,FAMILY & FRIENDSHIP
2249,SPORTS
2250,FANTASY
2251,HISTORICAL FICTION
2252,CONTEMPORARY
2253,PICTURE
2254,PICTURE
2255,GRAPHIC NOVELS
2256,HUMOR
2257,CHAPTER
2258,PICTURE
2259,BIOGRAPHY
2260,PICTURE
2261,INSTRUCTION RESOURCE DIVISION
2262,CHAPTER
2263,CHAPTER
2264,PICTURE
2265,PICTURE
2266,ACTIVITY
2267,CONTEMPORARY
2268,FAMILY & FRIENDSHIP
2269,PICTURE
2270,BIOGRAPHY
2271,REFERENCE
2272,MYSTERY
2273,FANTASY
2274,FAMILY & FRIENDSHIP
2275,HISTORICAL FICTION
2276,SCIENCE
2277,BIOGRAPHY
2278,ADULT NON FICTION
2279,REFERENCE
2280,FAMILY & FRIENDSHIP
2281,FAMILY & FRIENDSHIP
2282,MYSTERY
2283,FANTASY
2284,FAMILY & FRIENDSHIP
2285,HISTORICAL FICTION
2287,REFERENCE
2289,HUMOR
2290,CHAPTER
2291,FAMILY & FRIENDSHIP
2292,ACQUISITION
2293,INSTRUCTION RESOURCE DIVISION
2297,HUMOR
2299,HISTORICAL FICTION
2301,PICTURE
2302,HUMOR
2303,PICTURE
2304,FANTASY
2305,ACTIVITY
2306,BIOGRAPHY
2307,RELIGIOUS
2308,FAMILY & FRIENDSHIP
2309,PICTURE
2310,FANTASY
2311,HUMOR
2313,PICTURE
2314,PICTURE
2315,SCIENCE
2318,INSTRUCTION RESOURCE DIVISION
2319,FAMILY & FRIENDSHIP
2320,CHAPTER
2321,PICTURE
2322,INSTRUCTION RESOURCE DIVISION
2323,PICTURE
2324,SCIENCE
2325,FAMILY & FRIENDSHIP
2326,PICTURE
2327,REFERENCE
2328,CONTEMPORARY
2329,HISTORICAL FICTION
2330,MYSTERY
2331,FAMILY & FRIENDSHIP
2332,INSTRUCTION RESOURCE DIVISION
2333,FAMILY & FRIENDSHIP
2334,FANTASY
2335,ADVENTURE
2336,CONTEMPORARY
2337,CONTEMPORARY
2338,COOKBOOK
2339,GRAPHIC NOVELS
2340,SPORTS
2342,CONTEMPORARY
2343,CHAPTER
2346,CHAPTER
2347,PICTURE
2348,SPANISH
2349,CHAPTER
2350,EASY READER
2351,REFERENCE
2352,FANTASY
2353,REFERENCE
2354,SCIENCE
2355,CHAPTER
2356,CHAPTER
2357,GRAPHIC NOVELS
2358,PICTURE
2359,CHAPTER
2014,CHAPTER
2360,PICTURE
2361,ADULT FICTION
2362,ADULT NON FICTION
2363,ADULT NON FICTION
2364,PICTURE
2365,REFERENCE
2366,HUMOR
2368,PICTURE
2369,HISTORY
2371,PICTURE
2373,EASY READER
2374,INSTRUCTION RESOURCE DIVISION
2375,PICTURE
2376,PICTURE
2378,INSTRUCTION RESOURCE DIVISION
2379,EASY READER
2380,GRAPHIC NOVELS
2381,REFERENCE
2382,CHAPTER
2383,PICTURE
2384,FAMILY & FRIENDSHIP
2385,CHAPTER
2386,INSTRUCTION RESOURCE DIVISION
2387,INSTRUCTION RESOURCE DIVISION
2388,EASY READER
2391,PICTURE
2392,FANTASY
2393,FAMILY & FRIENDSHIP
2394,FAMILY & FRIENDSHIP
2395,PICTURE
2396,GRAPHIC NOVELS
2397,FAMILY & FRIENDSHIP
2398,FAMILY & FRIENDSHIP
2399,COOKBOOK
2400,SPANISH
2401,SPANISH
2402,SPANISH
2403,SPANISH
2404,FAMILY & FRIENDSHIP
2407,CONTEMPORARY
2408,CONTEMPORARY
2409,CHAPTER
2411,INSTRUCTION RESOURCE DIVISION
2412,CHAPTER
2413,CHAPTER
2414,FANTASY
2417,CHAPTER
2418,FANTASY
2419,FANTASY
2420,FANTASY
2421,ADVENTURE
2422,PICTURE
2423,PICTURE
2424,FANTASY
2425,SCIENCE
2426,FAMILY & FRIENDSHIP
2427,HISTORY
2428,INSTRUCTION RESOURCE DIVISION
2429,COOKBOOK
2430,PICTURE
2431,REFERENCE
2432,PICTURE
2433,CHAPTER
2434,COOKBOOK
2435,SPANISH
2436,SPANISH
2437,PICTURE
2438,SPANISH
2439,COOKBOOK
2440,SPANISH
2441,SPANISH
2442,EASY READER
2443,SPANISH
2444,BIOGRAPHY
2445,PICTURE
2446,PICTURE
2447,SPANISH
2448,CONTEMPORARY
2449,EASY READER
2450,CHAPTER
2451,EASY READER
2452,FANTASY
2453,EASY READER
2454,REFERENCE
2455,HISTORICAL FICTION
2456,PICTURE
2458,GRAPHIC NOVELS
2459,HUMOR
2462,SPORTS
2463,EASY READER
2464,COOKBOOK
2465,EASY READER
2468,HUMOR
2469,FAMILY & FRIENDSHIP
2470,HISTORICAL FICTION
2471,FAMILY & FRIENDSHIP
2472,EASY READER
2473,SCIENCE
2474,HUMOR
2475,GRAPHIC NOVELS
2476,EASY READER
2477,FAMILY & FRIENDSHIP
2478,CHAPTER
2479,FANTASY
2480,HISTORICAL FICTION
2481,CHAPTER
2482,PICTURE
2483,PICTURE
2484,HISTORY
2485,MYSTERY
2486,PICTURE
2487,MYSTERY
1210,MYSTERY
2488,ADULT NON FICTION
2489,PICTURE
1208,GRAPHIC NOVELS
2491,GRAPHIC NOVELS
2492,COOKBOOK
2493,FAMILY & FRIENDSHIP
2494,FAMILY & FRIENDSHIP
2495,BIOGRAPHY
2496,SCIENCE
2497,ADVENTURE
2498,MYSTERY
2499,CHAPTER
2500,FANTASY
2502,PICTURE
2504,INSTRUCTION RESOURCE DIVISION
2505,CONTEMPORARY
2506,HISTORICAL FICTION
2507,COOKBOOK
2508,REFERENCE
2509,REFERENCE
2511,BIOGRAPHY
2512,FANTASY
2513,HUMOR
2515,FANTASY
2516,FANTASY
2517,SCIENCE
2518,HISTORICAL FICTION
2519,FAMILY & FRIENDSHIP
2520,FAMILY & FRIENDSHIP
2521,FANTASY
2522,SPORTS
2523,FANTASY
2524,HISTORICAL FICTION
2525,REFERENCE
2526,CONTEMPORARY
2527,FAMILY & FRIENDSHIP
2529,PICTURE
2530,PICTURE
2531,PICTURE
2532,FANTASY
2533,HISTORICAL FICTION
2534,FAMILY & FRIENDSHIP
2535,FANTASY
2536,ADVENTURE
2537,FAMILY & FRIENDSHIP
2538,FANTASY
2539,CONTEMPORARY
2540,CONTEMPORARY
2542,INSTRUCTION RESOURCE DIVISION
2543,ACTIVITY
2544,PICTURE
2545,MYSTERY
2546,FAMILY & FRIENDSHIP
2547,SCIENCE
2548,BIOGRAPHY
2549,RELIGIOUS
2550,RELIGIOUS
2551,FAMILY & FRIENDSHIP
2552,MYSTERY
2554,PICTURE
2556,PICTURE
2557,PICTURE
2558,HISTORY
2318,GRAPHIC NOVELS
2559,REFERENCE
2560,PICTURE
1158,FANTASY
2561,FANTASY
2562,HISTORY
2563,INSTRUCTION RESOURCE DIVISION
2564,CHAPTER
2565,INSTRUCTION RESOURCE DIVISION
1760,INSTRUCTION RESOURCE DIVISION
2566,INSTRUCTION RESOURCE DIVISION
2567,PICTURE
2568,CHAPTER
1403,FANTASY
2570,CHAPTER
2573,SCIENCE
2574,INSTRUCTION RESOURCE DIVISION
2576,HISTORICAL FICTION
2579,INSTRUCTION RESOURCE DIVISION
2580,CONTEMPORARY
2581,ADVENTURE
2582,INSTRUCTION RESOURCE DIVISION
2583,FAMILY & FRIENDSHIP
2584,SCIENCE
2585,PICTURE
2587,PICTURE
2588,PICTURE
2589,EASY READER
2590,REFERENCE
2591,HISTORY
2592,ADULT NON FICTION
2593,ADULT NON FICTION
2594,FANTASY
2595,INSTRUCTION RESOURCE DIVISION
2597,PICTURE
2598,BIOGRAPHY
2599,GRAPHIC NOVELS
2600,ACTIVITY
385,CHAPTER
2601,BIOGRAPHY
2602,SPANISH
2603,ADVENTURE
2604,GRAPHIC NOVELS
2605,FAMILY & FRIENDSHIP
350,CHAPTER
2606,FANTASY
2607,FANTASY
2608,MYSTERY
2609,EASY READER
2610,COOKBOOK
2611,EASY READER
2612,FANTASY
2613,SPORTS
2614,COOKBOOK
2615,STATIONERY
2616,FANTASY
2617,STATIONERY
2618,PICTURE
2619,MYSTERY
2620,GRAPHIC NOVELS
2621,PICTURE
2622,RELIGIOUS
2623,REFERENCE
2624,CHAPTER
2625,FANTASY
2626,EASY READER
2627,FAMILY & FRIENDSHIP
2628,REFERENCE
2629,HUMOR
2630,EASY READER
2631,FAMILY & FRIENDSHIP
2632,FAMILY & FRIENDSHIP
2633,BIOGRAPHY
2634,MYSTERY
2635,HISTORICAL FICTION
2636,MYSTERY
2637,FAMILY & FRIENDSHIP
2638,ACTIVITY
2639,EASY READER
2640,CONTEMPORARY
2641,GRAPHIC NOVELS
2642,FAMILY & FRIENDSHIP
2644,HISTORICAL FICTION
2645,REFERENCE
1964,FAMILY & FRIENDSHIP
2648,FAMILY & FRIENDSHIP
2649,HUMOR
2650,POETRY
2651,CONTEMPORARY
2652,CONTEMPORARY
2653,FAMILY & FRIENDSHIP
2654,CONTEMPORARY
2655,MYSTERY
2656,CHAPTER
2657,PICTURE
2658,CHAPTER
2659,CHAPTER
2660,CHAPTER
2661,HUMOR
2662,HUMOR
2663,BIOGRAPHY
2664,MYSTERY
2665,FAMILY & FRIENDSHIP
2666,ADVENTURE
2667,PICTURE
2668,GRAPHIC NOVELS
2669,PICTURE
2670,PICTURE
2671,SCIENCE
2672,GRAPHIC NOVELS
2673,COOKBOOK
2674,FAMILY & FRIENDSHIP
2675,PICTURE
2676,PICTURE
2677,FANTASY
2678,SPANISH
2679,PICTURE
2680,PICTURE
2681,PICTURE
2682,PICTURE
2683,SCIENCE
2684,HISTORICAL FICTION
2685,FAMILY & FRIENDSHIP
2686,FAMILY & FRIENDSHIP
2687,PICTURE
2688,PICTURE
2689,PICTURE
2691,PICTURE
2692,PICTURE
2693,PICTURE
2695,CHAPTER
2696,FAMILY & FRIENDSHIP
2697,BIOGRAPHY
2698,BIOGRAPHY
2699,SPORTS
2700,GRAPHIC NOVELS
2701,ADVENTURE
2702,CONTEMPORARY
2703,ADULT NON FICTION
2704,ADULT NON FICTION
2705,REFERENCE
2706,FANTASY
2707,ADULT NON FICTION
2708,GRAPHIC NOVELS
2709,CONTEMPORARY
2710,BIOGRAPHY
2711,HISTORICAL FICTION
2712,CHAPTER
2713,FAMILY & FRIENDSHIP
2714,SCIENCE
2715,ACTIVITY
2716,CHAPTER
2717,REFERENCE
2718,FAMILY & FRIENDSHIP
2719,FANTASY
2721,PICTURE
2722,FANTASY
2723,FANTASY
2724,HISTORICAL FICTION
2725,PICTURE
2726,ACTIVITY
2727,SCIENCE
2728,FAMILY & FRIENDSHIP
2729,FANTASY
2730,EASY READER
2731,SPANISH
2732,SPANISH
2733,SPANISH
2009,INSTRUCTION RESOURCE DIVISION
2734,INSTRUCTION RESOURCE DIVISION
2735,COOKBOOK
2736,CHAPTER
2737,GRAPHIC NOVELS
2738,SPANISH
2739,ACTIVITY
462,PICTURE
2740,FANTASY
2741,ADVENTURE
2126,PICTURE
2742,MYSTERY
2743,FANTASY
2744,BIOGRAPHY
2745,MYSTERY
2746,ACTIVITY
2747,EASY READER
2748,CHAPTER
2749,COOKBOOK
2750,REFERENCE
2751,PICTURE
2752,PICTURE
2753,MYSTERY
2754,GRAPHIC NOVELS
2755,CHAPTER
2756,FAMILY & FRIENDSHIP
2757,CONTEMPORARY
2758,CONTEMPORARY
2759,CONTEMPORARY
2760,ADVENTURE
2761,FAMILY & FRIENDSHIP
2762,ADVENTURE
2763,COOKBOOK
2764,HUMOR
2765,ADULT NON FICTION
2766,MYSTERY
2767,BIOGRAPHY
2768,PICTURE
2769,FANTASY
2770,PICTURE
2771,EASY READER
2772,PICTURE
2773,PICTURE
2774,BIOGRAPHY
2367,CHAPTER
2775,PICTURE
2776,FANTASY
2777,COOKBOOK
2778,FAMILY & FRIENDSHIP
2779,PICTURE
1709,INSTRUCTION RESOURCE DIVISION
2780,FANTASY
2781,FAMILY & FRIENDSHIP
2782,MYSTERY
2783,FANTASY
2074,BIOGRAPHY
2784,ACTIVITY
2785,RELIGIOUS
2786,RELIGIOUS
2787,BIOGRAPHY
426,FAMILY & FRIENDSHIP
2788,ADULT FICTION
2789,CONTEMPORARY
2790,ACTIVITY
2791,SPANISH
2792,PICTURE
2793,EASY READER
2794,ACTIVITY
2795,HISTORY
2796,HISTORY
2797,FANTASY
2798,FANTASY
2799,CHAPTER
2800,PICTURE
2801,CHAPTER
2802,PICTURE
2803,PICTURE
2804,PICTURE
2805,PICTURE
2806,MYSTERY
2807,FAMILY & FRIENDSHIP
2809,ACTIVITY
2810,COOKBOOK
2811,EASY READER
2812,GRAPHIC NOVELS
2813,PICTURE
2814,FANTASY
2815,PICTURE
2816,SPORTS
2817,EASY READER
2818,REFERENCE
1700,EASY READER
2819,HISTORICAL FICTION
2820,PICTURE
2821,PICTURE
2822,SCIENCE
2823,FANTASY
2824,CHAPTER
2825,EASY READER
2826,EASY READER
2827,PICTURE
2828,SPORTS
2829,INSTRUCTION RESOURCE DIVISION
2830,EASY READER
2831,FAMILY & FRIENDSHIP
2832,COOKBOOK
2833,CHAPTER
2834,PICTURE
2835,EASY READER
2836,ADULT NON FICTION
2837,CHAPTER
2838,REFERENCE
2839,GRAPHIC NOVELS
2840,HUMOR
2841,REFERENCE
2842,ACTIVITY
2843,HISTORICAL FICTION
2844,FAMILY & FRIENDSHIP
2845,EASY READER
2846,PICTURE
2847,HISTORICAL FICTION
2848,FAMILY & FRIENDSHIP
2849,GRAPHIC NOVELS
2850,MYSTERY
2851,EASY READER
2852,INSTRUCTION RESOURCE DIVISION
2853,INSTRUCTION RESOURCE DIVISION
2854,ADVENTURE
2855,FAMILY & FRIENDSHIP
2856,FAMILY & FRIENDSHIP
2857,PICTURE
2858,SCIENCE
2859,CONTEMPORARY
2860,FAMILY & FRIENDSHIP
2861,HISTORICAL FICTION
2862,SCIENCE
2863,REFERENCE
2864,REFERENCE
2865,EASY READER
2866,PICTURE
2867,EASY READER
2868,COOKBOOK
47,INSTRUCTION RESOURCE DIVISION
2869,FAMILY & FRIENDSHIP
2870,EASY READER
2871,SPANISH
2872,PICTURE
2873,CHAPTER
2874,FANTASY
2875,FAMILY & FRIENDSHIP
2876,GRAPHIC NOVELS
2877,PICTURE
2878,EASY READER
