ZIP_CODE,EDU_NO_HS,EDU_HS_SOME_COLLEGE,EDU_BACHELOR_DEG,EDU_GRADUATE_DEG,HHI_BAND
80113,0.06,0.43,0.3,0.21,"60,000 to 70,000"
80501,0.15151515151515152,0.5555555555555556,0.18181818181818182,0.1111111111111111,"50,000 to 60,000"
97223,0.06930693069306931,0.4752475247524752,0.297029702970297,0.15841584158415842,"70,000 to 80,000"
84088,0.1,0.68,0.17,0.05,"60,000 to 70,000"
98007,0.08,0.26,0.38,0.28,"80,000 to 90,000"
98257,0.07,0.56,0.22,0.15,"50,000 to 60,000"
50801,0.07920792079207921,0.7425742574257426,0.1188118811881188,0.0594059405940594,"40,000 to 50,000"
61853,0.030303030303030304,0.5252525252525253,0.25252525252525254,0.1919191919191919,"80,000 to 90,000"
60616,0.17,0.42,0.22,0.19,"40,000 to 50,000"
60631,0.06,0.54,0.25,0.15,"80,000 to 90,000"
60477,0.06930693069306931,0.6336633663366337,0.2079207920792079,0.0891089108910891,"60,000 to 70,000"
60188,0.1,0.51,0.28,0.11,"70,000 to 80,000"
60187,0.03,0.36,0.34,0.27,"90,000 to 100,00"
60561,0.04040404040404041,0.46464646464646464,0.31313131313131315,0.18181818181818182,"80,000 to 90,000"
60148,0.06,0.5,0.28,0.16,"70,000 to 80,000"
60938,0.19801980198019803,0.6336633663366337,0.0891089108910891,0.07920792079207921,"50,000 to 60,000"
62269,0.03,0.51,0.25,0.21,"80,000 to 90,000"
46057,0.09,0.81,0.09,0.01,"60,000 to 70,000"
46256,0.04,0.41,0.34,0.21,"60,000 to 70,000"
46703,0.11,0.65,0.14,0.1,"40,000 to 50,000"
47909,0.09,0.66,0.18,0.07,"50,000 to 60,000"
47165,0.09,0.75,0.09,0.07,"50,000 to 60,000"
66215,0.0707070707070707,0.43434343434343436,0.31313131313131315,0.18181818181818182,"70,000 to 80,000"
49125,0.039603960396039604,0.6336633663366337,0.25742574257425743,0.06930693069306931,"40,000 to 50,000"
49686,0.05,0.54,0.25,0.16,"60,000 to 70,000"
49684,0.05,0.6,0.21,0.14,"50,000 to 60,000"
49048,0.12121212121212122,0.6666666666666666,0.13131313131313133,0.08080808080808081,"40,000 to 50,000"
49024,0.02,0.48,0.29,0.21,"60,000 to 70,000"
49097,0.05,0.68,0.17,0.1,"60,000 to 70,000"
49546,0.06,0.39,0.32,0.23,"70,000 to 80,000"
48838,0.10891089108910891,0.7227722772277227,0.1188118811881188,0.04950495049504951,"40,000 to 50,000"
49445,0.05,0.67,0.18,0.1,"50,000 to 60,000"
48335,0.03,0.38,0.31,0.28,"70,000 to 80,000"
48076,0.08,0.49,0.24,0.19,"60,000 to 70,000"
49424,0.12121212121212122,0.5757575757575758,0.20202020202020202,0.10101010101010101,"60,000 to 70,000"
48623,0.05,0.66,0.2,0.09,"70,000 to 80,000"
55901,0.04950495049504951,0.46534653465346537,0.27722772277227725,0.2079207920792079,"70,000 to 80,000"
65559,0.14,0.64,0.14,0.08,"40,000 to 50,000"
68022,0.02,0.41,0.37,0.2,"Over 100,000"
43054,0.04,0.28,0.41,0.27,"Over 100,000"
43202,0.05,0.31,0.38,0.26,"40,000 to 50,000"
43545,0.07,0.75,0.1,0.08,"50,000 to 60,000"
44654,0.42424242424242425,0.47474747474747475,0.0707070707070707,0.030303030303030304,"50,000 to 60,000"
43055,0.12,0.7,0.12,0.06,"40,000 to 50,000"
44260,0.06,0.69,0.18,0.07,"60,000 to 70,000"
45334,0.06930693069306931,0.7524752475247525,0.10891089108910891,0.06930693069306931,"50,000 to 60,000"
57110,0.08,0.59,0.23,0.1,"60,000 to 70,000"
53705,0.02,0.22,0.31,0.45,"60,000 to 70,000"
54944,0.039603960396039604,0.7029702970297029,0.18811881188118812,0.06930693069306931,"70,000 to 80,000"
53404,0.21,0.67,0.09,0.03,"30,000 to 40,000"
54970,0.2,0.7,0.07,0.03,"40,000 to 50,000"
06897,0.02,0.21,0.4,0.37,"Over 100,000"
02476,0.03,0.28,0.3,0.39,"Over 100,000"
01721,0.039603960396039604,0.3465346534653465,0.31683168316831684,0.297029702970297,"Over 100,000"
02186,0.04,0.34,0.31,0.31,"Over 100,000"
02343,0.04040404040404041,0.6767676767676768,0.1919191919191919,0.09090909090909091,"60,000 to 70,000"
02043,0.01,0.29,0.37,0.33,"Over 100,000"
01772,0.03,0.28,0.38,0.31,"Over 100,000"
04412,0.07,0.63,0.22,0.08,"50,000 to 60,000"
04456,0.08,0.7,0.15,0.07,"50,000 to 60,000"
08037,0.12121212121212122,0.6464646464646465,0.16161616161616163,0.0707070707070707,"70,000 to 80,000"
07670,0.03,0.18,0.34,0.45,"Over 100,000"
07974,0.019801980198019802,0.3069306930693069,0.36633663366336633,0.3069306930693069,"Over 100,000"
12054,0.0297029702970297,0.297029702970297,0.297029702970297,0.37623762376237624,"Over 100,000"
14228,0.05,0.46,0.26,0.23,"40,000 to 50,000"
11223,0.2222222222222222,0.47474747474747475,0.1919191919191919,0.1111111111111111,"40,000 to 50,000"
11201,0.06,0.21,0.35,0.38,"Over 100,000"
14610,0.0594059405940594,0.3564356435643564,0.2871287128712871,0.297029702970297,"60,000 to 70,000"
11758,0.04,0.55,0.25,0.16,"Over 100,000"
10524,0.04,0.44,0.25,0.27,"Over 100,000"
11768,0.02,0.41,0.3,0.27,"Over 100,000"
10583,0.030303030303030304,0.18181818181818182,0.30303030303030304,0.48484848484848486,"Over 100,000"
10528,0.08,0.39,0.29,0.24,"Over 100,000"
14527,0.15841584158415842,0.6138613861386139,0.12871287128712872,0.09900990099009901,"50,000 to 60,000"
15044,0.03,0.44,0.31,0.22,"90,000 to 100,00"
15116,0.04,0.54,0.25,0.17,"70,000 to 80,000"
19512,0.10891089108910891,0.6732673267326733,0.1485148514851485,0.06930693069306931,"60,000 to 70,000"
16874,0.14,0.73,0.11,0.02,"60,000 to 70,000"
19060,0.020202020202020204,0.4444444444444444,0.30303030303030304,0.23232323232323232,"Over 100,000"
19087,0.0297029702970297,0.21782178217821782,0.37623762376237624,0.37623762376237624,"Over 100,000"
16153,0.1,0.7,0.13,0.07,"50,000 to 60,000"
18045,0.05,0.59,0.23,0.13,"80,000 to 90,000"
36832,0.0891089108910891,0.504950495049505,0.24752475247524752,0.15841584158415842,"20,000 to 30,000"
72011,0.08,0.75,0.11,0.06,"50,000 to 60,000"
72764,0.3,0.53,0.11,0.06,"40,000 to 50,000"
20016,0.02,0.11,0.3,0.57,"Over 100,000"
32601,0.07,0.45,0.22,0.26,"20,000 to 30,000"
34142,0.57,0.35,0.06,0.02,"30,000 to 40,000"
34747,0.03,0.51,0.27,0.19,"60,000 to 70,000"
33801,0.21,0.66,0.1,0.03,"30,000 to 40,000"
30067,0.08,0.43,0.32,0.17,"50,000 to 60,000"
30004,0.04,0.34,0.38,0.24,"Over 100,000"
30052,0.09,0.67,0.15,0.09,"60,000 to 70,000"
40508,0.2,0.5,0.17,0.13,"20,000 to 30,000"
42003,0.15,0.69,0.11,0.05,"30,000 to 40,000"
70043,0.16831683168316833,0.693069306930693,0.10891089108910891,0.0297029702970297,"40,000 to 50,000"
21716,0.09,0.6,0.23,0.08,"70,000 to 80,000"
20910,0.050505050505050504,0.26262626262626265,0.2828282828282828,0.40404040404040403,"80,000 to 90,000"
21740,0.17,0.66,0.11,0.06,"40,000 to 50,000"
39327,0.1111111111111111,0.6666666666666666,0.1414141414141414,0.08080808080808081,"50,000 to 60,000"
28451,0.11,0.64,0.16,0.09,"50,000 to 60,000"
28305,0.12,0.49,0.24,0.15,"40,000 to 50,000"
28729,0.12,0.64,0.14,0.1,"40,000 to 50,000"
73160,0.08,0.67,0.18,0.07,"60,000 to 70,000"
29301,0.15,0.6,0.15,0.1,"40,000 to 50,000"
38006,0.19801980198019803,0.6534653465346535,0.09900990099009901,0.04950495049504951,"40,000 to 50,000"
37215,0.02,0.19,0.39,0.4,"Over 100,000"
37862,0.18,0.64,0.13,0.05,"30,000 to 40,000"
37601,0.13,0.57,0.18,0.12,"30,000 to 40,000"
76571,0.020202020202020204,0.5252525252525253,0.2727272727272727,0.18181818181818182,"80,000 to 90,000"
78247,0.06,0.64,0.2,0.1,"70,000 to 80,000"
77075,0.3069306930693069,0.5643564356435643,0.09900990099009901,0.0297029702970297,"50,000 to 60,000"
77096,0.09,0.39,0.28,0.24,"60,000 to 70,000"
77505,0.09,0.66,0.17,0.08,"70,000 to 80,000"
77619,0.12,0.74,0.11,0.03,"50,000 to 60,000"
77705,0.2222222222222222,0.6767676767676768,0.0707070707070707,0.030303030303030304,"30,000 to 40,000"
76712,0.06060606060606061,0.5050505050505051,0.2727272727272727,0.16161616161616163,"70,000 to 80,000"
76022,0.06,0.65,0.17,0.12,"50,000 to 60,000"
20194,0.01,0.17,0.41,0.41,"Over 100,000"
22033,0.03,0.29,0.37,0.31,"Over 100,000"
22030,0.06,0.33,0.33,0.28,"Over 100,000"
20105,0.030303030303030304,0.2828282828282828,0.42424242424242425,0.26262626262626265,"Over 100,000"
22026,0.11,0.6,0.17,0.12,"80,000 to 90,000"
20111,0.2,0.48,0.2,0.12,"80,000 to 90,000"
24014,0.1111111111111111,0.5555555555555556,0.1919191919191919,0.1414141414141414,"50,000 to 60,000"
24401,0.11,0.58,0.18,0.13,"40,000 to 50,000"
23456,0.05,0.54,0.27,0.14,"90,000 to 100,00"
25302,0.08,0.62,0.16,0.14,"40,000 to 50,000"
85009,0.46,0.48,0.04,0.02,"20,000 to 30,000"
85710,0.09,0.64,0.18,0.09,"40,000 to 50,000"
94501,0.11,0.4,0.31,0.18,"80,000 to 90,000"
94518,0.11,0.5,0.27,0.12,"80,000 to 90,000"
90670,0.21212121212121213,0.6262626262626263,0.1111111111111111,0.050505050505050504,"60,000 to 70,000"
90265,0.030303030303030304,0.3434343434343434,0.3434343434343434,0.2828282828282828,"Over 100,000"
90808,0.050505050505050504,0.5353535353535354,0.24242424242424243,0.1717171717171717,"Over 100,000"
90035,0.06,0.34,0.35,0.25,"70,000 to 80,000"
94941,0.02,0.24,0.39,0.35,"Over 100,000"
93926,0.51,0.4,0.08,0.01,"50,000 to 60,000"
93908,0.07,0.46,0.25,0.22,"Over 100,000"
94558,0.17,0.5,0.21,0.12,"80,000 to 90,000"
92886,0.05,0.43,0.33,0.19,"Over 100,000"
95661,0.05,0.55,0.26,0.14,"70,000 to 80,000"
92530,0.24,0.64,0.09,0.03,"50,000 to 60,000"
92308,0.16,0.69,0.09,0.06,"40,000 to 50,000"
92130,0.019801980198019802,0.18811881188118812,0.32673267326732675,0.46534653465346537,"Over 100,000"
91901,0.08,0.62,0.18,0.12,"90,000 to 100,00"
94065,0.01,0.26,0.34,0.39,"Over 100,000"
94010,0.039603960396039604,0.297029702970297,0.33663366336633666,0.32673267326732675,"Over 100,000"
94062,0.05,0.3,0.32,0.33,"Over 100,000"
94044,0.06,0.5,0.28,0.16,"Over 100,000"
94928,0.11,0.63,0.19,0.07,"60,000 to 70,000"
93001,0.15,0.54,0.19,0.12,"60,000 to 70,000"
80112,0.020202020202020204,0.35353535353535354,0.3838383838383838,0.24242424242424243,"90,000 to 100,00"
96789,0.04,0.56,0.28,0.12,"90,000 to 100,00"
83814,0.06060606060606061,0.6363636363636364,0.20202020202020202,0.10101010101010101,"40,000 to 50,000"
87505,0.08,0.42,0.24,0.26,"50,000 to 60,000"
89142,0.23,0.62,0.12,0.03,"40,000 to 50,000"
89052,0.04040404040404041,0.5454545454545454,0.25252525252525254,0.16161616161616163,"70,000 to 80,000"
97322,0.09900990099009901,0.7128712871287128,0.12871287128712872,0.0594059405940594,"40,000 to 50,000"
84321,0.09,0.56,0.24,0.11,"40,000 to 50,000"
98052,0.04,0.27,0.38,0.31,"Over 100,000"
98229,0.04,0.51,0.29,0.16,"60,000 to 70,000"
02492,0.02,0.21,0.33,0.44,"Over 100,000"
11935,0.04,0.5,0.25,0.21,"90,000 to 100,00"
85705,0.22,0.62,0.11,0.05,"20,000 to 30,000"
90270,0.5544554455445545,0.39603960396039606,0.039603960396039604,0.009900990099009901,"30,000 to 40,000"
95303,0.23232323232323232,0.6060606060606061,0.1111111111111111,0.050505050505050504,"50,000 to 60,000"
22153,0.04040404040404041,0.36363636363636365,0.30303030303030304,0.29292929292929293,"Over 100,000"
92780,0.19,0.49,0.22,0.1,"60,000 to 70,000"
54915,0.07,0.59,0.25,0.09,"60,000 to 70,000"
95765,0.03,0.49,0.32,0.16,"Over 100,000"
46228,0.1,0.47,0.23,0.2,"60,000 to 70,000"
46236,0.07,0.42,0.31,0.2,"80,000 to 90,000"
47715,0.06060606060606061,0.6060606060606061,0.21212121212121213,0.12121212121212122,"40,000 to 50,000"
65804,0.04950495049504951,0.5445544554455446,0.2376237623762376,0.16831683168316833,"40,000 to 50,000"
06040,0.08,0.57,0.22,0.13,"60,000 to 70,000"
36830,0.07,0.34,0.3,0.29,"50,000 to 60,000"
72390,0.28,0.66,0.03,0.03,"20,000 to 30,000"
32901,0.12,0.62,0.16,0.1,"30,000 to 40,000"
32935,0.09090909090909091,0.696969696969697,0.1414141414141414,0.0707070707070707,"40,000 to 50,000"
33020,0.14,0.64,0.15,0.07,"30,000 to 40,000"
33625,0.08,0.59,0.22,0.11,"60,000 to 70,000"
33149,0.01,0.24,0.4,0.35,"Over 100,000"
33165,0.2,0.55,0.17,0.08,"40,000 to 50,000"
30701,0.23,0.62,0.09,0.06,"40,000 to 50,000"
30506,0.12,0.55,0.21,0.12,"70,000 to 80,000"
70601,0.2,0.61,0.13,0.06,"30,000 to 40,000"
70808,0.04,0.32,0.33,0.31,"60,000 to 70,000"
70002,0.1,0.52,0.23,0.15,"50,000 to 60,000"
70124,0.02,0.34,0.35,0.29,"90,000 to 100,00"
38732,0.2079207920792079,0.5148514851485149,0.16831683168316833,0.10891089108910891,"30,000 to 40,000"
27217,0.23,0.66,0.08,0.03,"30,000 to 40,000"
28211,0.05,0.29,0.41,0.25,"70,000 to 80,000"
74136,0.0891089108910891,0.5346534653465347,0.2376237623762376,0.13861386138613863,"40,000 to 50,000"
29906,0.1,0.7,0.13,0.07,"40,000 to 50,000"
37411,0.12,0.61,0.17,0.1,"40,000 to 50,000"
77089,0.18181818181818182,0.6060606060606061,0.1414141414141414,0.0707070707070707,"60,000 to 70,000"
78745,0.12121212121212122,0.48484848484848486,0.2727272727272727,0.12121212121212122,"60,000 to 70,000"
85016,0.11,0.46,0.27,0.16,"50,000 to 60,000"
85138,0.07,0.68,0.17,0.08,"70,000 to 80,000"
92630,0.1,0.49,0.27,0.14,"80,000 to 90,000"
92691,0.0707070707070707,0.494949494949495,0.30303030303030304,0.13131313131313133,"Over 100,000"
80126,0.02,0.34,0.41,0.23,"Over 100,000"
80631,0.25742574257425743,0.5841584158415841,0.10891089108910891,0.04950495049504951,"40,000 to 50,000"
80634,0.0891089108910891,0.5841584158415841,0.2079207920792079,0.1188118811881188,"60,000 to 70,000"
96817,0.21,0.49,0.2,0.1,"50,000 to 60,000"
50247,0.07,0.69,0.15,0.09,"60,000 to 70,000"
61873,0.02,0.64,0.21,0.13,"80,000 to 90,000"
60126,0.04040404040404041,0.37373737373737376,0.3333333333333333,0.25252525252525254,"Over 100,000"
62903,0.019801980198019802,0.42574257425742573,0.27722772277227725,0.27722772277227725,"30,000 to 40,000"
60073,0.18,0.58,0.17,0.07,"60,000 to 70,000"
60047,0.04,0.35,0.36,0.25,"Over 100,000"
62298,0.04040404040404041,0.6868686868686869,0.16161616161616163,0.1111111111111111,"70,000 to 80,000"
62260,0.06,0.66,0.17,0.11,"70,000 to 80,000"
61548,0.0594059405940594,0.5148514851485149,0.297029702970297,0.12871287128712872,"80,000 to 90,000"
46077,0.02,0.27,0.39,0.32,"Over 100,000"
47130,0.09,0.7,0.14,0.07,"50,000 to 60,000"
47119,0.039603960396039604,0.5445544554455446,0.24752475247524752,0.16831683168316833,"80,000 to 90,000"
46140,0.0707070707070707,0.6868686868686869,0.16161616161616163,0.08080808080808081,"60,000 to 70,000"
46217,0.13,0.55,0.2,0.12,"50,000 to 60,000"
47170,0.11,0.74,0.09,0.06,"50,000 to 60,000"
46126,0.10891089108910891,0.693069306930693,0.13861386138613863,0.0594059405940594,"60,000 to 70,000"
47712,0.09,0.65,0.17,0.09,"40,000 to 50,000"
66071,0.05,0.73,0.15,0.07,"60,000 to 70,000"
49265,0.06,0.69,0.18,0.07,"60,000 to 70,000"
48316,0.06,0.57,0.23,0.14,"70,000 to 80,000"
48085,0.04,0.37,0.32,0.27,"Over 100,000"
55404,0.23,0.47,0.2,0.1,"20,000 to 30,000"
63701,0.0891089108910891,0.5445544554455446,0.21782178217821782,0.1485148514851485,"50,000 to 60,000"
63080,0.19,0.68,0.08,0.05,"40,000 to 50,000"
65757,0.09900990099009901,0.6633663366336634,0.1485148514851485,0.0891089108910891,"50,000 to 60,000"
65648,0.06,0.77,0.12,0.05,"50,000 to 60,000"
63775,0.12,0.72,0.11,0.05,"50,000 to 60,000"
63366,0.06930693069306931,0.6237623762376238,0.19801980198019803,0.10891089108910891,"70,000 to 80,000"
68847,0.0594059405940594,0.6237623762376238,0.21782178217821782,0.09900990099009901,"50,000 to 60,000"
68136,0.02,0.47,0.33,0.18,"90,000 to 100,00"
45014,0.1,0.61,0.19,0.1,"60,000 to 70,000"
45248,0.04950495049504951,0.6237623762376238,0.21782178217821782,0.10891089108910891,"70,000 to 80,000"
44281,0.05,0.58,0.25,0.12,"70,000 to 80,000"
43103,0.08080808080808081,0.6868686868686869,0.13131313131313133,0.10101010101010101,"70,000 to 80,000"
45311,0.12871287128712872,0.7524752475247525,0.06930693069306931,0.04950495049504951,"50,000 to 60,000"
44203,0.14,0.68,0.13,0.05,"40,000 to 50,000"
57001,0.12121212121212122,0.696969696969697,0.15151515151515152,0.030303030303030304,"40,000 to 50,000"
54313,0.04,0.61,0.25,0.1,"70,000 to 80,000"
06855,0.1111111111111111,0.46464646464646464,0.2828282828282828,0.1414141414141414,"70,000 to 80,000"
06489,0.06,0.55,0.23,0.16,"90,000 to 100,00"
06751,0.05,0.56,0.2,0.19,"90,000 to 100,00"
01915,0.06,0.46,0.3,0.18,"70,000 to 80,000"
01028,0.0594059405940594,0.5148514851485149,0.2376237623762376,0.18811881188118812,"80,000 to 90,000"
02067,0.02,0.24,0.32,0.42,"Over 100,000"
02360,0.04,0.6,0.23,0.13,"80,000 to 90,000"
01519,0.04040404040404041,0.43434343434343436,0.32323232323232326,0.20202020202020202,"Over 100,000"
01606,0.0707070707070707,0.5555555555555556,0.23232323232323232,0.1414141414141414,"60,000 to 70,000"
04989,0.04,0.76,0.11,0.09,"50,000 to 60,000"
08225,0.1,0.56,0.22,0.12,"70,000 to 80,000"
07010,0.11,0.46,0.27,0.16,"60,000 to 70,000"
07481,0.02,0.33,0.39,0.26,"Over 100,000"
07675,0.04040404040404041,0.3939393939393939,0.35353535353535354,0.21212121212121213,"Over 100,000"
08361,0.14,0.57,0.21,0.08,"70,000 to 80,000"
07028,0.03,0.27,0.35,0.35,"Over 100,000"
08889,0.0594059405940594,0.38613861386138615,0.3465346534653465,0.2079207920792079,"Over 100,000"
08638,0.19,0.58,0.15,0.08,"50,000 to 60,000"
07506,0.0891089108910891,0.5643564356435643,0.22772277227722773,0.1188118811881188,"90,000 to 100,00"
14468,0.04,0.66,0.16,0.14,"70,000 to 80,000"
10940,0.12871287128712872,0.6435643564356436,0.13861386138613863,0.0891089108910891,"60,000 to 70,000"
16201,0.11,0.71,0.12,0.06,"40,000 to 50,000"
15042,0.06930693069306931,0.6732673267326733,0.18811881188118812,0.06930693069306931,"60,000 to 70,000"
17724,0.13,0.74,0.09,0.04,"40,000 to 50,000"
17814,0.1,0.72,0.11,0.07,"50,000 to 60,000"
17055,0.06,0.55,0.24,0.15,"60,000 to 70,000"
18407,0.1,0.72,0.12,0.06,"40,000 to 50,000"
16749,0.0891089108910891,0.7425742574257426,0.0891089108910891,0.07920792079207921,"50,000 to 60,000"
15333,0.1,0.72,0.1,0.08,"40,000 to 50,000"
15317,0.05,0.47,0.31,0.17,"80,000 to 90,000"
15642,0.04,0.61,0.24,0.11,"70,000 to 80,000"
02898,0.13,0.55,0.21,0.11,"80,000 to 90,000"
36854,0.13,0.7,0.12,0.05,"40,000 to 50,000"
36619,0.13,0.66,0.16,0.05,"60,000 to 70,000"
36587,0.18,0.71,0.09,0.02,"50,000 to 60,000"
71753,0.15,0.6,0.15,0.1,"30,000 to 40,000"
72956,0.14,0.69,0.12,0.05,"40,000 to 50,000"
72837,0.17,0.69,0.08,0.06,"40,000 to 50,000"
72936,0.08,0.72,0.15,0.05,"50,000 to 60,000"
19963,0.13,0.65,0.13,0.09,"50,000 to 60,000"
32606,0.04040404040404041,0.40404040404040403,0.2727272727272727,0.2828282828282828,"60,000 to 70,000"
32404,0.1188118811881188,0.7425742574257426,0.0891089108910891,0.04950495049504951,"50,000 to 60,000"
32403,0.02,0.51,0.29,0.18,"60,000 to 70,000"
32407,0.07,0.64,0.21,0.08,"50,000 to 60,000"
32903,0.020202020202020204,0.46464646464646464,0.29292929292929293,0.2222222222222222,"70,000 to 80,000"
32940,0.04,0.5,0.25,0.21,"60,000 to 70,000"
33334,0.16,0.55,0.19,0.1,"50,000 to 60,000"
33027,0.07,0.57,0.22,0.14,"60,000 to 70,000"
32043,0.13,0.67,0.13,0.07,"50,000 to 60,000"
34120,0.1414141414141414,0.5555555555555556,0.1717171717171717,0.13131313131313133,"70,000 to 80,000"
34715,0.1485148514851485,0.6138613861386139,0.16831683168316833,0.06930693069306931,"60,000 to 70,000"
32312,0.03,0.35,0.33,0.29,"90,000 to 100,00"
34471,0.09900990099009901,0.594059405940594,0.18811881188118812,0.1188118811881188,"50,000 to 60,000"
33185,0.11,0.53,0.26,0.1,"80,000 to 90,000"
33157,0.16,0.56,0.19,0.09,"60,000 to 70,000"
33156,0.05,0.34,0.3,0.31,"Over 100,000"
32547,0.12,0.6,0.18,0.1,"50,000 to 60,000"
32539,0.12,0.71,0.13,0.04,"50,000 to 60,000"
32837,0.1,0.57,0.23,0.1,"50,000 to 60,000"
32712,0.14,0.57,0.18,0.11,"60,000 to 70,000"
34786,0.03,0.35,0.43,0.19,"90,000 to 100,00"
32832,0.04,0.39,0.38,0.19,"80,000 to 90,000"
32803,0.04,0.42,0.34,0.2,"60,000 to 70,000"
32792,0.07,0.56,0.25,0.12,"40,000 to 50,000"
33418,0.04,0.46,0.29,0.21,"80,000 to 90,000"
33414,0.05,0.52,0.27,0.16,"80,000 to 90,000"
33411,0.09,0.59,0.2,0.12,"60,000 to 70,000"
33830,0.14,0.68,0.13,0.05,"40,000 to 50,000"
33805,0.19,0.66,0.1,0.05,"30,000 to 40,000"
32081,0.01,0.41,0.35,0.23,"Over 100,000"
32566,0.06,0.66,0.19,0.09,"60,000 to 70,000"
32765,0.04,0.5,0.29,0.17,"70,000 to 80,000"
30011,0.1414141414141414,0.6363636363636364,0.16161616161616163,0.06060606060606061,"60,000 to 70,000"
30117,0.19,0.57,0.14,0.1,"40,000 to 50,000"
30114,0.13131313131313133,0.5454545454545454,0.2222222222222222,0.10101010101010101,"60,000 to 70,000"
30102,0.1414141414141414,0.5757575757575758,0.20202020202020202,0.08080808080808081,"60,000 to 70,000"
30189,0.0594059405940594,0.504950495049505,0.297029702970297,0.13861386138613863,"80,000 to 90,000"
31768,0.27,0.59,0.07,0.07,"30,000 to 40,000"
30813,0.09,0.61,0.2,0.1,"70,000 to 80,000"
30263,0.14,0.62,0.16,0.08,"50,000 to 60,000"
30345,0.16,0.3,0.28,0.26,"70,000 to 80,000"
31326,0.1,0.66,0.17,0.07,"60,000 to 70,000"
30269,0.039603960396039604,0.39603960396039606,0.3564356435643564,0.2079207920792079,"90,000 to 100,00"
31522,0.04,0.39,0.34,0.23,"80,000 to 90,000"
30518,0.13,0.54,0.23,0.1,"70,000 to 80,000"
30024,0.04040404040404041,0.37373737373737376,0.3838383838383838,0.20202020202020202,"Over 100,000"
30228,0.09,0.65,0.16,0.1,"50,000 to 60,000"
31093,0.15151515151515152,0.696969696969697,0.10101010101010101,0.050505050505050504,"30,000 to 40,000"
31029,0.18,0.61,0.12,0.09,"40,000 to 50,000"
31909,0.06,0.6,0.22,0.12,"50,000 to 60,000"
30622,0.12,0.5,0.21,0.17,"50,000 to 60,000"
31008,0.1,0.71,0.13,0.06,"50,000 to 60,000"
31516,0.17,0.71,0.06,0.06,"30,000 to 40,000"
30453,0.31,0.62,0.03,0.04,"20,000 to 30,000"
31757,0.14,0.61,0.12,0.13,"50,000 to 60,000"
40047,0.0891089108910891,0.7227722772277227,0.1188118811881188,0.06930693069306931,"60,000 to 70,000"
42071,0.1188118811881188,0.5742574257425742,0.16831683168316833,0.13861386138613863,"30,000 to 40,000"
42378,0.10101010101010101,0.8080808080808081,0.050505050505050504,0.04040404040404041,"50,000 to 60,000"
42301,0.1188118811881188,0.6633663366336634,0.12871287128712872,0.0891089108910891,"40,000 to 50,000"
42351,0.09090909090909091,0.7474747474747475,0.09090909090909091,0.0707070707070707,"50,000 to 60,000"
42776,0.19,0.71,0.05,0.05,"40,000 to 50,000"
40121,0.04,0.64,0.17,0.15,"50,000 to 60,000"
40059,0.01,0.31,0.34,0.34,"Over 100,000"
40211,0.16831683168316833,0.7326732673267327,0.06930693069306931,0.0297029702970297,"20,000 to 30,000"
40004,0.09,0.72,0.12,0.07,"50,000 to 60,000"
42134,0.15151515151515152,0.696969696969697,0.10101010101010101,0.050505050505050504,"40,000 to 50,000"
71006,0.09900990099009901,0.594059405940594,0.19801980198019803,0.10891089108910891,"60,000 to 70,000"
70726,0.12871287128712872,0.6633663366336634,0.13861386138613863,0.06930693069306931,"60,000 to 70,000"
71280,0.09090909090909091,0.6767676767676768,0.21212121212121213,0.020202020202020204,"50,000 to 60,000"
70037,0.1188118811881188,0.6435643564356436,0.16831683168316833,0.06930693069306931,"50,000 to 60,000"
70458,0.11,0.64,0.17,0.08,"60,000 to 70,000"
70435,0.08,0.6,0.22,0.1,"60,000 to 70,000"
70344,0.33,0.6,0.04,0.03,"40,000 to 50,000"
21128,0.06,0.52,0.24,0.18,"90,000 to 100,00"
21236,0.06930693069306931,0.5445544554455446,0.25742574257425743,0.12871287128712872,"70,000 to 80,000"
21158,0.08,0.59,0.22,0.11,"80,000 to 90,000"
20607,0.05,0.51,0.23,0.21,"Over 100,000"
39556,0.2079207920792079,0.6534653465346535,0.0891089108910891,0.04950495049504951,"40,000 to 50,000"
39531,0.13131313131313133,0.6363636363636364,0.15151515151515152,0.08080808080808081,"30,000 to 40,000"
28694,0.11,0.69,0.12,0.08,"40,000 to 50,000"
27292,0.21,0.65,0.1,0.04,"40,000 to 50,000"
27028,0.17,0.69,0.09,0.05,"40,000 to 50,000"
27705,0.12121212121212122,0.3434343434343434,0.24242424242424243,0.29292929292929293,"50,000 to 60,000"
27012,0.05,0.48,0.29,0.18,"80,000 to 90,000"
28056,0.12,0.59,0.2,0.09,"60,000 to 70,000"
27249,0.14,0.63,0.15,0.08,"50,000 to 60,000"
28115,0.11,0.61,0.2,0.08,"60,000 to 70,000"
28117,0.039603960396039604,0.4752475247524752,0.33663366336633666,0.1485148514851485,"80,000 to 90,000"
28205,0.1919191919191919,0.46464646464646464,0.2222222222222222,0.12121212121212122,"40,000 to 50,000"
28078,0.04,0.41,0.38,0.17,"90,000 to 100,00"
73170,0.06,0.59,0.23,0.12,"80,000 to 90,000"
73703,0.07,0.64,0.18,0.11,"50,000 to 60,000"
73159,0.19801980198019803,0.6435643564356436,0.10891089108910891,0.04950495049504951,"40,000 to 50,000"
73055,0.12,0.71,0.12,0.05,"50,000 to 60,000"
74055,0.06930693069306931,0.594059405940594,0.2376237623762376,0.09900990099009901,"70,000 to 80,000"
